source target	status
SUPT16H NAA35	non_indicated
SUPT16H CDC27	non_indicated
SUPT16H HSPD1	non_indicated
LOC401397 SLC12A2	non_indicated
FARS2 ATF7IP2	non_indicated
SPOPL WNT10B	non_indicated
SPOPL SERINC1	non_indicated
SPOPL PIGL	non_indicated
SPOPL PLEKHF2	non_indicated
SPOPL OSBPL11	non_indicated
SPOPL BCOR	non_indicated
NRXN2 RTF1	non_indicated
PHLPP2 CNGA1	non_indicated
PHLPP2 ZSWIM5	non_indicated
PHLPP2 TEF	non_indicated
DENND4A FAM114A2	non_indicated
YTHDF3 MTRR	non_indicated
KIAA1804 PITX2	non_indicated
KIAA1804 S100A4	non_indicated
ATG5 NUDCD2	non_indicated
NF1 CRTC3	RASopathy_gene
NOS2 TGM2	non_indicated
PELI2 SGPL1	non_indicated
PELI2 TIRAP	non_indicated
TNFRSF17 SLC47A1	non_indicated
TNFRSF17 CCDC163P	non_indicated
KIAA0232 C2orf63	non_indicated
RNF145 LOC100506029	non_indicated
SERPINB8 RTN4IP1	non_indicated
SERPINB8 NRG1	non_indicated
SERPINB8 MXD1	non_indicated
WBP11 RPA1	non_indicated
WBP11 MIA3	non_indicated
WBP11 ALG2	non_indicated
WBP11 CDK5RAP2	non_indicated
WBP11 HSPA14	non_indicated
WBP11 CDK7	non_indicated
WBP11 FKBP1A	non_indicated
WBP11 DHPS	non_indicated
C19orf69 C19orf77	non_indicated
C19orf69 CIDEB	non_indicated
C19orf69 GPD1	non_indicated
C19orf69 ACE2	non_indicated
BTBD3 FKTN	non_indicated
BTBD3 STEAP2	non_indicated
RBM39 MKLN1	non_indicated
RBM39 EIF3B	non_indicated
RBM39 MIRLET7DHG	non_indicated
RBM39 LUC7L	non_indicated
EXD2 PLP1	non_indicated
SMTN RPP25	non_indicated
MON2 LOC730102	non_indicated
MYO15B PLXNA2	non_indicated
MYO15B MYO5B	non_indicated
MYO15B AIM1L	non_indicated
MYO15B FAM83F	non_indicated
MYO15B CRAT	non_indicated
PRKD2 LOC100652989	non_indicated
PRKD2 TACC3	non_indicated
CACNA1A PRPH	non_indicated
CACNA1A EFHD1	non_indicated
CACNA1A ZNF540	non_indicated
IKZF1 RUNX1-IT1	non_indicated
IKZF1 ARL10	non_indicated
IKZF1 SLC44A5	non_indicated
ANTXR1 FGF7	non_indicated
ANTXR1 PTPN12	non_indicated
ANTXR1 SDHAF1	non_indicated
ANTXR1 HMCN1	non_indicated
ANTXR1 PPAP2B	non_indicated
ANTXR1 COL4A2	non_indicated
TIMP3 TIMP2	non_indicated
TIMP3 LMO3	non_indicated
TIMP3 CAV1	non_indicated
TIMP3 MPZ	non_indicated
PAK6 LOC729680	non_indicated
CTNND1 ALDH3A2	non_indicated
CAPN9 PPP1R36	non_indicated
RBM28 ZNF254	non_indicated
LPIN1 NAB1	non_indicated
EXOC6B CLCN5	non_indicated
EXOC6B RAB11FIP1	non_indicated
EXOC6B RETSAT	non_indicated
EXOC6B PET117	non_indicated
HMOX2 GTF2H4	non_indicated
HMOX2 PLEKHF1	non_indicated
HMOX2 DCTN1	non_indicated
SLC16A9 KRT2	non_indicated
SLC16A9 NPY1R	non_indicated
SLC41A3 MSRB2	non_indicated
SLC41A3 WARS2	non_indicated
ERBB2 ELMO3	non_indicated
EML3 FAM100A	non_indicated
SLC52A1 SFTA1P	non_indicated
SLC52A1 HEXIM1	non_indicated
SLC52A1 NOX1	non_indicated
CLIC6 SLC17A9	non_indicated
CLIC6 GRIN3A	non_indicated
SPTBN1 MECOM	non_indicated
SPTBN1 KCTD20	non_indicated
ORAI1 SNHG5	non_indicated
IFT52 LOC100507239	non_indicated
IFT52 C8orf33	non_indicated
TLE3 AGPAT3	non_indicated
TLE3 BCL11A	non_indicated
KCNJ2 JHDM1D	non_indicated
AP2A2 C8orf73	non_indicated
AP2A2 MRPL2	non_indicated
AP2A2 VWA5B2	non_indicated
AP2A2 KIAA0556	non_indicated
FLJ45340 SNRPN	non_indicated
MITF FAM92A1	non_indicated
MITF PDE1C	non_indicated
MITF CLEC1A	non_indicated
KLF4 UGP2	non_indicated
KLF4 PPA2	non_indicated
SEPSECS GJA4	non_indicated
NAT10 TDP1	non_indicated
NAT10 UAP1L1	non_indicated
NAT10 KIAA0513	non_indicated
NAT10 HAUS7	non_indicated
NAT10 LOC128322	non_indicated
NAT10 PTRH2	non_indicated
NAT10 FZR1	non_indicated
NAT10 SNRNP25	non_indicated
NAT10 KLHL22	non_indicated
CLCN5 LOC100506558	non_indicated
CLCN5 NLN	non_indicated
CLCN5 ASTE1	non_indicated
CLCN5 WDR20	non_indicated
ZDHHC6 LOC100134937	non_indicated
ZDHHC6 ACLY	non_indicated
HBS1L GNAO1	non_indicated
MYLIP ARNT	non_indicated
SLC2A1 HAS3	non_indicated
SLC2A1 TM4SF1	non_indicated
SCML1 ZNF138	non_indicated
SCML1 FAM122C	non_indicated
RASGRP4 CCR3	non_indicated
GALK1 HAAO	non_indicated
GALK1 GPR35	non_indicated
GALK1 TEAD4	non_indicated
ARL5A FCHO1	non_indicated
ARL5A SLC8A1	non_indicated
ARL5A SRD5A1	non_indicated
SOCS2 XRCC4	non_indicated
TRIM22 ROBO1	non_indicated
ZFAND2B FAAH	non_indicated
ZFAND2B TPRN	non_indicated
ZFAND2B ZNF581	non_indicated
ZFAND2B SURF6	non_indicated
ZFAND2B SLC22A18	non_indicated
ZFAND2B RNF157	non_indicated
ZFAND2B YBX2	non_indicated
ZFAND2B COMTD1	non_indicated
ZFAND2B P2RY2	non_indicated
ZFAND2B PDK2	non_indicated
TLR3 GULP1	non_indicated
TLR3 FRK	non_indicated
FAM78A CAMK4	non_indicated
FLII FAM212B	non_indicated
FLII DNAJC4	non_indicated
FLII CUL7	non_indicated
FLII ARPC4-TTLL3	non_indicated
FLII FAM58A	non_indicated
SLC5A11 DFNA5	non_indicated
SLC5A11 PEPD	non_indicated
SLC5A11 GPR112	non_indicated
SLC5A11 MS4A8B	non_indicated
SLC5A11 DBP	non_indicated
SLC5A11 CYP2J2	non_indicated
SLC5A11 ACE	non_indicated
SLC5A11 PCK2	non_indicated
CCL28 ATP10B	non_indicated
CCL28 WIPI1	non_indicated
CCL28 SEMA3C	non_indicated
SEMA6D TMSB15A	non_indicated
TMEM161B-AS1 SFT2D3	non_indicated
TMEM161B-AS1 OGG1	non_indicated
TMEM161B-AS1 PPP2R2D	non_indicated
TMEM161B-AS1 ZNF137P	non_indicated
TMEM161B-AS1 ZNF630	non_indicated
TLN2 RPP25	non_indicated
SLC6A20 GRB14	non_indicated
CLLU1 SIT1	non_indicated
PER2 PER3	non_indicated
PER2 KIAA0355	non_indicated
MFSD4 NXPE1	non_indicated
MFSD4 HES2	non_indicated
MFSD4 BAMBI	non_indicated
MFSD4 SCGB2A1	non_indicated
EMR2 SLAMF7	non_indicated
EMR2 LILRA1	non_indicated
EMR2 PTGS1	non_indicated
EMR2 LAMP5	non_indicated
U2SURP FAM133B	non_indicated
U2SURP RSF1	non_indicated
U2SURP XPO7	non_indicated
U2SURP USP33	non_indicated
CD3G CCL5	non_indicated
GFOD1 HBA1	non_indicated
CDK18 MTMR12	non_indicated
CDK18 LOC100133190	non_indicated
CDK18 LOC285181	non_indicated
CDK18 PLK1S1	non_indicated
CDK18 DECR2	non_indicated
CDK18 RAB11FIP4	non_indicated
CDK18 MST1	non_indicated
CDK18 ANO9	non_indicated
FAM161A LOC653501	non_indicated
SMPD3 SLC27A4	non_indicated
C1R NLRC5	non_indicated
C1R POM121L9P	non_indicated
RNPC3 LOC220729	non_indicated
BANK1 CLECL1	non_indicated
BANK1 ABI3BP	non_indicated
BANK1 PPP1R16B	non_indicated
SAMM50 HMOX2	non_indicated
SAMM50 OTUD5	non_indicated
SAMM50 NISCH	non_indicated
SAMM50 TST	non_indicated
CD28 SACS	non_indicated
CD28 TBC1D4	non_indicated
CD28 ITK	non_indicated
CD28 TIGIT	non_indicated
CD28 TRAT1	non_indicated
CD28 ARL4C	non_indicated
CD28 FBLN7	non_indicated
FGFR1OP SNORA68	non_indicated
FGFR1OP RHBDL2	non_indicated
MAST2 ACSS2	non_indicated
MAST2 CES3	non_indicated
MAST2 INADL	non_indicated
MAST2 NDOR1	non_indicated
MAST2 HNF1B	non_indicated
MAST2 LOC100507520	non_indicated
MAST2 GLTPD1	non_indicated
MAST2 FAM189A1	non_indicated
SLC22A23 ANO7	non_indicated
SLC22A23 FSD1L	non_indicated
TRIM44 PON2	non_indicated
TRIB2 HOXC4	non_indicated
C16orf55 RAP1GAP2	non_indicated
LRAT DNAJB13	non_indicated
LRAT SULF2	non_indicated
LRAT SCIN	non_indicated
SV2B SHISA3	non_indicated
SLC25A45 TRIM73	non_indicated
SLC25A45 KCTD7	non_indicated
CYB5R2 RAB27A	non_indicated
FBRSL1 SYNM	non_indicated
GFRA1 RNF150	non_indicated
GFRA1 BCL2	non_indicated
GFRA1 CHRNA3	non_indicated
ZC3H11A HTR2B	non_indicated
ASXL1 YPEL3	non_indicated
FOCAD PIF1	non_indicated
MCMBP KTI12	non_indicated
MCMBP RNF19B	non_indicated
MCMBP TMEM185B	non_indicated
WDR45 REEP4	non_indicated
WDR45 MARK4	non_indicated
WDR45 WDR55	non_indicated
FBXO28 FILIP1	non_indicated
FBXO28 MFAP3	non_indicated
CSF1R KSR2	non_indicated
KIF26B HDC	non_indicated
ATP5C1 ZNF44	non_indicated
ATP5C1 BTAF1	non_indicated
ATP5C1 UBA5	non_indicated
ATP5C1 TMF1	non_indicated
PRRX1 FAM167A	non_indicated
LOC647859 PPP2R3A	non_indicated
TMEM181 CPE	non_indicated
TMEM181 GPR160	non_indicated
ZFP90 ZNF202	non_indicated
ZFP90 C7orf31	non_indicated
CLEC2B CECR1	non_indicated
PLXNB2 ITGB5	non_indicated
DSG2 PAPOLA	non_indicated
TMEM120A NR1I3	non_indicated
TMEM120A CCDC90A	non_indicated
TMEM120A FAM151A	non_indicated
IFNGR1 HOXA11	non_indicated
LRRN3 AHRR	non_indicated
G3BP1 STIP1	non_indicated
G3BP1 RAP2A	non_indicated
IPO11 HOXD8	non_indicated
ATP2B4 TRPC1	non_indicated
ATP2B4 SEMA3A	non_indicated
ATP2B4 TGFBR2	non_indicated
ATP2B4 PCDH7	non_indicated
ATP2B4 PLAGL1	non_indicated
HCN3 LOC389634	non_indicated
ZNF83 GOLGA8A	non_indicated
IL8 PTGS2	non_indicated
IL8 HCAR3	non_indicated
IL8 IL1RN	non_indicated
PRKCZ ATG9A	non_indicated
PRKCZ CDK18	non_indicated
PRKCZ DAPK2	non_indicated
PRKCZ ENO3	non_indicated
PRKCZ CARD10	non_indicated
PRKCZ ACAA1	non_indicated
LOC642852 STK36	non_indicated
GTPBP4 RPL23	non_indicated
BTG2 CAMSAP3	non_indicated
BTG2 NLRP3	non_indicated
BTG2 ACACB	non_indicated
PCOLCE CAPG	non_indicated
KIAA0100 EHBP1	non_indicated
KIAA0100 HES1	non_indicated
PPCDC PRSS33	non_indicated
PPCDC SMOC1	non_indicated
PHTF1 TBC1D22A	non_indicated
C1orf135 SEPT8	non_indicated
C1orf135 MIS18A	non_indicated
KAT2B ZSCAN12	non_indicated
KAT2B LYPLAL1	non_indicated
DSERG1 ELK4	non_indicated
DSERG1 XPO1	non_indicated
DSERG1 SLC40A1	non_indicated
VNN1 NABP1	non_indicated
VNN1 LOC100506090	non_indicated
HOXA3 HOXA2	non_indicated
HOXA3 HOXA10	non_indicated
LNPEP ZMYM5	non_indicated
LNPEP DLEU2	non_indicated
GLYR1 LY9	non_indicated
SPRYD7 ZNF417	non_indicated
TMEM92 KIF3B	non_indicated
TMEM92 AZGP1	non_indicated
HSP90B1 TOP2A	non_indicated
HSP90B1 LSM12	non_indicated
HBB HBA1	non_indicated
BTN2A2 C21orf91	non_indicated
SCG5 SCARA5	non_indicated
CTSK LDHB	non_indicated
CTSK THBS2	non_indicated
CTSK BICC1	non_indicated
CTSK CHRDL2	non_indicated
CTSK SERPING1	non_indicated
PDZD3 SMPD3	non_indicated
PDZD3 VIPR1	non_indicated
PDZD3 SIK1	non_indicated
PDZD3 LOC441179	non_indicated
CD38 EAF2	non_indicated
CD38 NLRP7	non_indicated
CD38 IRF4	non_indicated
RNF207 ICMT	non_indicated
BIN1 ITIH5	non_indicated
BIN1 ZFP82	non_indicated
HYAL1 TRIM7	non_indicated
HYAL1 RASAL1	non_indicated
CYP2B6 HSD3B1	non_indicated
CYP2B6 CYP2C8	non_indicated
CYP2B6 TAT	non_indicated
PNPT1 ESD	non_indicated
NUDT16 ZNF704	non_indicated
NUDT16 IFT74	non_indicated
GLRX3 NT5C3	non_indicated
GLRX3 NARS2	non_indicated
SAMD9L XXYLT1	non_indicated
SAMD9L PARP9	non_indicated
SAMD9L LOC100506342	non_indicated
SAMD9L LOC100286922	non_indicated
ANO6 KIFC3	non_indicated
RBPMS2 IGFBP6	non_indicated
FPR2 CYR61	non_indicated
FPR2 TNFAIP6	non_indicated
FPR2 LILRA3	non_indicated
RBM45 MESDC2	non_indicated
RBM45 NAA15	non_indicated
INPP4B MRPL19	non_indicated
INPP4B LONP2	non_indicated
MCM9 C10orf46	non_indicated
MCM9 ZNF585A	non_indicated
TBC1D10C FAM78A	non_indicated
TBC1D10C ZAP70	non_indicated
TBC1D10C EVL	non_indicated
TBC1D10C SEPT1	non_indicated
TBC1D10C LAT	non_indicated
TBC1D10C ZNF831	non_indicated
TBC1D10C VAMP1	non_indicated
TBC1D10C CD3D	non_indicated
TBC1D10C LOC100499489	non_indicated
TBC1D10C RASAL3	non_indicated
ARL15 SLC6A10P	non_indicated
ARL15 FECH	non_indicated
NDUFC1 HIST1H2AB	non_indicated
SNX4 LOC100505481	non_indicated
PDE4A MSANTD3	non_indicated
PDE4A EIF2AK4	non_indicated
PDE4A SH3RF3	non_indicated
AKIRIN2 DDX20	non_indicated
SMPDL3A TSC22D1	non_indicated
SMPDL3A EGLN3	non_indicated
SMPDL3A ANKH	non_indicated
ATP6V1D TMEM68	non_indicated
ATP6V1D KCTD6	non_indicated
ATP6V1D PHF20L1	non_indicated
ATP6V1D RAB9A	non_indicated
CSPP1 YLPM1	non_indicated
CSPP1 LOC286437	non_indicated
CSPP1 ZNF502	non_indicated
CSPP1 PRR14L	non_indicated
NBN MTF1	non_indicated
ZNF280C CDC7	non_indicated
ENDOG C1orf226	non_indicated
ENDOG NAP1L1	non_indicated
SCN3A LOC92249	non_indicated
SCN3A NARG2	non_indicated
SCN3A AFF3	non_indicated
SCN3A TMEM198	non_indicated
ELP2 APOBEC3B	non_indicated
MED30 FBXL14	non_indicated
CFDP1 C6orf136	non_indicated
CFDP1 TMEM139	non_indicated
HAPLN4 SLC52A1	non_indicated
HAPLN4 TMEM74B	non_indicated
HAPLN4 ALPI	non_indicated
HAPLN4 FAM211B	non_indicated
HAPLN4 CIB2	non_indicated
HAPLN4 ADORA2B	non_indicated
HELQ CD1D	non_indicated
RBM12B MLL3	non_indicated
RBM12B MCM3AP-AS1	non_indicated
SPI1 PAIP2B	non_indicated
DNM2 ME3	non_indicated
DNM2 LDHD	non_indicated
DNM2 MUC20	non_indicated
ANKFN1 AGTR1	non_indicated
MYO18A RNPEPL1	non_indicated
MYO18A STK11IP	non_indicated
MYO18A PIDD	non_indicated
TET3 GNA13	non_indicated
PDPN OSMR	non_indicated
TADA2B LOC100507322	non_indicated
LARP4 UBXN4	non_indicated
IRG1 FFAR2	non_indicated
IRG1 OSM	non_indicated
IRG1 LOC731424	non_indicated
TM6SF2 DEGS2	non_indicated
TM6SF2 ACOT4	non_indicated
TM6SF2 IDNK	non_indicated
TM6SF2 C16orf5	non_indicated
TM6SF2 SLC13A2	non_indicated
AKIRIN1 CCT4	non_indicated
AKIRIN1 HNRNPC	non_indicated
AKIRIN1 UFSP1	non_indicated
AKIRIN1 MRPL20	non_indicated
NCF1C SPI1	non_indicated
NCF1C VASH1	non_indicated
NCF1C CCDC69	non_indicated
MFSD7 RCN3	non_indicated
ARHGEF6 TMEM171	non_indicated
ARHGEF6 HSPA1A	non_indicated
AIMP1 PLAGL1	non_indicated
TMEM45A PDK1	non_indicated
TMEM45A KCNJ8	non_indicated
TBC1D22A FBXO31	non_indicated
TBC1D22A DOCK6	non_indicated
C4orf3 ADORA3	non_indicated
C4orf3 REG4	non_indicated
C4orf3 CRK	non_indicated
PARD3 ST14	non_indicated
DARC MMRN2	non_indicated
DARC ABLIM3	non_indicated
DARC RBPMS	non_indicated
DARC EHD3	non_indicated
BRMS1L ZNF167	non_indicated
ESPN RASSF8	non_indicated
PTPN2 ENPP2	non_indicated
TMTC1 CACNA2D1	non_indicated
POGK FASTKD2	non_indicated
POGK BTN3A1	non_indicated
TMPRSS4 ALDOA	non_indicated
SLC25A15 ZDHHC6	non_indicated
SLC25A15 BEND7	non_indicated
SLC25A15 PEX14	non_indicated
SLC25A15 ALS2	non_indicated
MORN1 NREP	non_indicated
ZFYVE26 PCNX	non_indicated
LOC646627 RELN	non_indicated
ERCC1 RPL22L1	non_indicated
ERCC1 NSD1	non_indicated
LAMA1 LOC100505633	non_indicated
HAVCR2 APCDD1	non_indicated
HAVCR2 HDGFRP3	non_indicated
HAVCR2 GPNMB	non_indicated
HAVCR2 RNF144B	non_indicated
SLPI S100P	non_indicated
SLPI MMP7	non_indicated
SLPI O3FAR1	non_indicated
SLPI LRG1	non_indicated
SLPI SMAGP	non_indicated
SLPI PF4	non_indicated
SLPI PI3	non_indicated
CES3 COQ9	non_indicated
CES3 AGFG2	non_indicated
USP24 XPOT	non_indicated
USP24 GPRIN3	non_indicated
USP24 LOC100506290	non_indicated
PLEKHA2 AVL9	non_indicated
PPM1L ZNF177	non_indicated
NFE2 NEDD4L	non_indicated
NFE2 ZFHX3	non_indicated
ME2 TMCO1	non_indicated
ME2 SEPT7	non_indicated
ME2 STAU1	non_indicated
DOPEY1 THAP9	non_indicated
DOPEY1 RGMB	non_indicated
CD36 GCLM	non_indicated
SRSF4 LMLN	non_indicated
SRSF4 USP47	non_indicated
SRSF4 PGM5-AS1	non_indicated
OK/SW-CL.36 ACOT8	non_indicated
CPT1A KHSRP	non_indicated
RANBP9 ORC5	non_indicated
SRI LOC389831	non_indicated
C6orf120 NIPAL3	non_indicated
C6orf120 ARMCX4	non_indicated
C6orf120 OPA1	non_indicated
C6orf120 LOC285147	non_indicated
ZNF780B RPP30	non_indicated
PPARA ARHGAP18	non_indicated
PPARA BRWD3	non_indicated
PPARA RGCC	non_indicated
SLAMF8 ALOX15B	non_indicated
SLAMF8 C3AR1	non_indicated
SLAMF8 AOAH	non_indicated
SLAMF8 MAP3K12	non_indicated
ANAPC10 CEP192	non_indicated
HOXD10 WFDC3	non_indicated
MDM4 RBM39	non_indicated
MDM4 U2SURP	non_indicated
