source	target	status
SRM	NPM3	non_indicated
EXOSC10	EIF2D	non_indicated
EXOSC10	SLTM	non_indicated
EXOSC10	MPHOSPH10	non_indicated
MTOR	VPS53	non_indicated
FBXO44	HOXC4	non_indicated
FBXO44	AGER	non_indicated
MAD2L2	TESC	non_indicated
AGTRAP	IFITM2	non_indicated
AGTRAP	OSCAR	non_indicated
CLCN6	SCAND2P	non_indicated
MFN2	ABTB2	non_indicated
MFN2	AGPAT3	non_indicated
MFN2	OGDH	non_indicated
TNFRSF1B	PRF1	non_indicated
LOC440563	LOC649330	non_indicated
LOC440563	HSP90B2P	non_indicated
LOC440563	RNF126P1	non_indicated
LOC440563	LSP1P3	non_indicated
LOC440563	EIF3IP1	non_indicated
PDPN	TEAD4	non_indicated
PDPN	WARS	non_indicated
PDPN	CCL2	non_indicated
PRDM2	C10orf137	non_indicated
PRDM2	B3GALTL	non_indicated
PRDM2	DNMT3A	non_indicated
PRDM2	ASB1	non_indicated
PRDM2	ASXL1	non_indicated
AGMAT	LY96	non_indicated
PLEKHM2	KLHL21	non_indicated
PLEKHM2	ZDHHC18	non_indicated
PLEKHM2	XPO6	non_indicated
PLEKHM2	LLGL1	non_indicated
PLEKHM2	TFE3	non_indicated
TMEM82	FCGR2B	non_indicated
SPEN	ASH1L	non_indicated
SPEN	MLL2	non_indicated
SPEN	CREBBP	non_indicated
SPEN	SRCAP	non_indicated
SPEN	EP300	non_indicated
SPEN	NSD1	non_indicated
SPEN	LOC441155	non_indicated
SPEN	MLL5	non_indicated
EPHA2	TINAGL1	non_indicated
MST1P2	MST1L	non_indicated
MST1P2	MST1	non_indicated
CROCC	C19orf71	non_indicated
RCC2	C11orf84	non_indicated
RCC2	CDK4	non_indicated
RCC2	CDCA4	non_indicated
RCC2	GINS3	non_indicated
RCC2	CBFB	non_indicated
RCC2	FAIM	non_indicated
RCC2	KIAA0226	non_indicated
ARHGEF10L	FGFRL1	non_indicated
AKR7L	LTK	non_indicated
AKR7A3	AKR7A2P1	non_indicated
AKR7A3	AKR1C3	non_indicated
AKR7A3	AGPHD1	non_indicated
AKR7A3	MALL	non_indicated
AKR7A3	GLOD5	non_indicated
PLA2G2D	PDE6G	non_indicated
CAMK2N1	TPRG1L	non_indicated
CAMK2N1	CDKN2B	non_indicated
HP1BP3	KIN	non_indicated
HP1BP3	MLLT10	non_indicated
HP1BP3	HERC2	non_indicated
HP1BP3	POLR3E	non_indicated
HP1BP3	MAP3K14-AS1	non_indicated
HP1BP3	DHX35	non_indicated
HP1BP3	TBCK	non_indicated
HP1BP3	CEP44	non_indicated
HP1BP3	GUSBP1	non_indicated
HP1BP3	ANKRA2	non_indicated
HP1BP3	BRD8	non_indicated
HP1BP3	KRIT1	non_indicated
HP1BP3	CSPP1	non_indicated
EIF4G3	NT5C2	non_indicated
EIF4G3	AFAP1L2	non_indicated
EIF4G3	VPS8	non_indicated
EIF4G3	HMGXB3	non_indicated
ALPL	IFITM2	non_indicated
ALPL	CLYBL	non_indicated
RAP1GAP	NEURL	non_indicated
USP48	COX18	non_indicated
LDLRAD2	OVCA2	non_indicated
HSPG2	SVIL	non_indicated
HSPG2	OSBPL5	non_indicated
HSPG2	LRP1	non_indicated
HSPG2	PTPRM	non_indicated
HSPG2	LAMA5	non_indicated
HSPG2	TRAM2	non_indicated
HSPG2	IGF2R	non_indicated
ZBTB40	ZFYVE26	non_indicated
ZBTB40	ZNF318	non_indicated
C1QC	CPVL	non_indicated
C1QB	C1QA	non_indicated
C1QB	C1QC	non_indicated
C1QB	SERPING1	non_indicated
EPHB2	MANEAL	non_indicated
EPHB2	OLFM4	non_indicated
EPHB2	HOXB9	non_indicated
EPHB2	SOX9	non_indicated
EPHB2	EPHB3	non_indicated
EPHB2	SLC12A2	non_indicated
EPHB2	MYB	non_indicated
LUZP1	MIA2	non_indicated
LUZP1	NEDD4	non_indicated
LUZP1	KIF3B	non_indicated
LUZP1	TNIK	non_indicated
HTR1D	GALNT6	non_indicated
HTR1D	GALNT14	non_indicated
HTR1D	TM4SF4	non_indicated
HNRNPR	HNRPDL	non_indicated
TCEA3	SELENBP1	non_indicated
TCEA3	REP15	non_indicated
TCEA3	MT1E	non_indicated
TCEA3	HSD11B2	non_indicated
TCEA3	IMPA2	non_indicated
TCEA3	OVOL2	non_indicated
TCEA3	MB	non_indicated
TCEA3	WNK2	non_indicated
ASAP3	GAS8	non_indicated
GALE	CAPN2	non_indicated
GALE	CALML4	non_indicated
IL22RA1	UCN3	non_indicated
IL22RA1	LILRB5	non_indicated
NIPAL3	CNNM2	non_indicated
SRRM1	ZCCHC8	non_indicated
C1orf63	CES4A	non_indicated
PAFAH2	FNBP1L	non_indicated
CEP85	C1orf109	non_indicated
CEP85	DHODH	non_indicated
CEP85	GTPBP5	non_indicated
CEP85	LOC389906	non_indicated
UBXN11	ARHGAP4	non_indicated
CD52	RPS27	non_indicated
CD52	CERKL	non_indicated
ARID1A	SETD1B	non_indicated
ARID1A	CDK12	non_indicated
ARID1A	HTT	non_indicated
ZDHHC18	IER5	non_indicated
C1orf172	HIST1H2BD	non_indicated
SLC9A1	LETM1	non_indicated
LOC644961	LOC341056	non_indicated
LOC644961	HNRNPA1P10	non_indicated
SYTL1	CCDC88B	non_indicated
SYTL1	C16orf74	non_indicated
SYTL1	KCNN4	non_indicated
SYTL1	DENND6B	non_indicated
MAP3K6	KLC2	non_indicated
MAP3K6	PLCXD1	non_indicated
FGR	FCGR2C	non_indicated
FGR	SRGN	non_indicated
FGR	FAM49A	non_indicated
FGR	PLEK	non_indicated
FGR	CDC25B	non_indicated
IFI6	ISG15	non_indicated
SMPDL3B	SDC1	non_indicated
PTAFR	ICAM1	non_indicated
PHACTR4	MAVS	non_indicated
SNHG3	SNORD22	non_indicated
SNHG3	MIR17HG	non_indicated
RCC1	BCDIN3D	non_indicated
RCC1	TFDP1	non_indicated
RCC1	LMNB2	non_indicated
RCC1	KIF20A	non_indicated
SNHG12	TNFRSF25	non_indicated
SNHG12	ACYP1	non_indicated
SNHG12	AGER	non_indicated
EPB41	GFI1	non_indicated
EPB41	PDCD7	non_indicated
TMEM200B	CLEC11A	non_indicated
LAPTM5	SMAP2	non_indicated
LAPTM5	ISLR	non_indicated
LAPTM5	IL21R	non_indicated
LAPTM5	CNN2	non_indicated
LAPTM5	GYPC	non_indicated
LAPTM5	MMP9	non_indicated
LAPTM5	LPCAT1	non_indicated
LAPTM5	BASP1	non_indicated
LAPTM5	AKR1B1	non_indicated
SDC3	CX3CL1	non_indicated
SDC3	ADAP2	non_indicated
SDC3	CXCR2P1	non_indicated
SERINC2	ABP1	non_indicated
KPNA6	EYA3	non_indicated
KPNA6	KSR1	non_indicated
KPNA6	TMEM39A	non_indicated
MTMR9LP	THBS3	non_indicated
MTMR9LP	SLC22A17	non_indicated
MTMR9LP	ADAM33	non_indicated
MTMR9LP	LRP5L	non_indicated
MTMR9LP	FAM156A	non_indicated
FAM167B	C1QTNF6	non_indicated
LCK	CD247	non_indicated
LCK	PRKCQ	non_indicated
LCK	GPR18	non_indicated
LCK	EVL	non_indicated
LCK	LAT	non_indicated
LCK	SKAP1	non_indicated
LCK	SIRPG	non_indicated
LCK	UBASH3A	non_indicated
LCK	SIT1	non_indicated
FAM229A	PRR22	non_indicated
TSSK3	SLX1A-SULT1A3	non_indicated
TSSK3	RBM33	non_indicated
RBBP4	PIGB	non_indicated
RBBP4	SLC7A6OS	non_indicated
KIAA1522	RAPGEFL1	non_indicated
KIAA1522	LOC100130899	non_indicated
KIAA1522	OCLN	non_indicated
KIAA1522	DOLPP1	non_indicated
S100PBP	ARHGAP19	non_indicated
S100PBP	ZNF346	non_indicated
S100PBP	KRBOX4	non_indicated
TMEM54	SCGB2A1	non_indicated
TMEM54	C15orf48	non_indicated
TMEM54	PRSS8	non_indicated
TMEM54	FAM3D	non_indicated
RNF19B	GALK2	non_indicated
RNF19B	ALAS1	non_indicated
RNF19B	NFIL3	non_indicated
TRIM62	PAPD7	non_indicated
GJA4	RAMP2	non_indicated
ZMYM6	IRAK4	non_indicated
ZMYM6	MSL1	non_indicated
ZMYM1	RAB2B	non_indicated
ZMYM4	KIF20B	non_indicated
ZMYM4	ERCC8	non_indicated
NCDN	PIP5K1C	non_indicated
AGO4	KDM6B	non_indicated
AGO4	PRKCA	non_indicated
AGO4	C20orf194	non_indicated
AGO1	SGPL1	non_indicated
AGO1	SARM1	non_indicated
EVA1B	TMEM91	non_indicated
EVA1B	EGFL7	non_indicated
CSF3R	MNDA	non_indicated
CSF3R	GPR97	non_indicated
CSF3R	LILRB3	non_indicated
ZC3H12A	LIPG	non_indicated
ZC3H12A	NFKBIZ	non_indicated
GNL2	GTPBP4	non_indicated
GNL2	CCT2	non_indicated
GNL2	WDR12	non_indicated
GNL2	LTV1	non_indicated
CDCA8	BORA	non_indicated
CDCA8	KIFC1	non_indicated
MTF1	NDEL1	non_indicated
MTF1	TRIM25	non_indicated
MTF1	LHFPL2	non_indicated
INPP5B	YPEL1	non_indicated
MACF1	RNF213	non_indicated
MACF1	RECK	non_indicated
MACF1	WWC3	non_indicated
SMAP2	RNF144B	non_indicated
GUCA2B	FTH1	non_indicated
GUCA2B	APOA1	non_indicated
GUCA2B	SAT2	non_indicated
GUCA2B	ACSF2	non_indicated
GUCA2B	TMEM37	non_indicated
GUCA2B	CDKN2B-AS1	non_indicated
GUCA2B	C9orf24	non_indicated
GUCA2A	GUCA2B	non_indicated
GUCA2A	CTSK	non_indicated
GUCA2A	LOC100505633	non_indicated
GUCA2A	PRAP1	non_indicated
GUCA2A	C2orf88	non_indicated
GUCA2A	TCN2	non_indicated
GUCA2A	LGALS2	non_indicated
GUCA2A	NT5DC2	non_indicated
FOXJ3	UBR4	non_indicated
FOXJ3	MED14	non_indicated
LEPRE1	SRGAP2	non_indicated
LEPRE1	PHF21A	non_indicated
LEPRE1	LPPR2	non_indicated
LEPRE1	SLC29A1	non_indicated
LEPRE1	MSC	non_indicated
LEPRE1	ARMCX2	non_indicated
TMEM125	CLRN3	non_indicated
TMEM125	CISD3	non_indicated
TMEM125	PRRG2	non_indicated
C1orf210	C1orf172	non_indicated
C1orf210	OAF	non_indicated
C1orf210	ISX	non_indicated
TIE1	CD34	non_indicated
TIE1	CLEC14A	non_indicated
CDC20	AURKB	non_indicated
CDC20	TK1	non_indicated
SZT2	NAA40	non_indicated
SZT2	POLE	non_indicated
SZT2	LOC220729	non_indicated
PTPRF	CASZ1	non_indicated
PTPRF	HECTD3	non_indicated
PTPRF	CCDC85C	non_indicated
PTPRF	PEX26	non_indicated
PTPRF	LARGE	non_indicated
KDM4A	AMBRA1	non_indicated
KDM4A	COG1	non_indicated
KDM4A	UGT8	non_indicated
KDM4A	ARHGEF9	non_indicated
TMEM53	IL32	non_indicated
TMEM53	CCL15	non_indicated
C1orf228	UBXN11	non_indicated
C1orf228	LMF1	non_indicated
C1orf228	MIR155HG	non_indicated
C1orf228	LCN10	non_indicated
KIF2C	NUF2	non_indicated
KIF2C	CDCA5	non_indicated
KIF2C	FANCI	non_indicated
KIF2C	PLK1	non_indicated
KIF2C	TYMS	non_indicated
KIF2C	HJURP	non_indicated
PLK3	CLCF1	non_indicated
HECTD3	SOX13	non_indicated
HECTD3	C19orf54	non_indicated
ZSWIM5	PAQR5	non_indicated
ZSWIM5	COPZ2	non_indicated
ZSWIM5	TMEM252	non_indicated
ZSWIM5	TRPM6	non_indicated
IPP	FBXL4	non_indicated
PIK3R3	BACE2	non_indicated
PIK3R3	LPL	non_indicated
TSPAN1	RNF186	non_indicated
TSPAN1	TMEM54	non_indicated
TSPAN1	SQRDL	non_indicated
TSPAN1	PLAC8	non_indicated
TSPAN1	ASS1	non_indicated
RAD54L	CHTF18	non_indicated
RAD54L	RECQL4	non_indicated
LRRC41	ALG1	non_indicated
LRRC41	UBE2MP1	non_indicated
FAAH	ECHDC2	non_indicated
FAAH	SPIRE2	non_indicated
FAAH	PCYT2	non_indicated
FAAH	NUDT16	non_indicated
FAAH	HDHD3	non_indicated
EFCAB14	FAM168B	non_indicated
EFCAB14	SREBF2	non_indicated
EFCAB14	AFAP1	non_indicated
EFCAB14	PIK3R1	non_indicated
PDZK1IP1	SORD	non_indicated
PDZK1IP1	PI3	non_indicated
RNF11	SGPL1	non_indicated
TTC39A	MANEAL	non_indicated
TTC39A	ITLN1	non_indicated
TTC39A	DNAJC12	non_indicated
TTC39A	RBP4	non_indicated
TTC39A	CREB3L1	non_indicated
TTC39A	FLJ27352	non_indicated
TTC39A	NQO1	non_indicated
TTC39A	FHL2	non_indicated
TTC39A	FOXA2	non_indicated
TTC39A	AGR2	non_indicated
TTC39A	CA1	non_indicated
OSBPL9	TMLHE	non_indicated
CC2D1B	GTPBP2	non_indicated
ZYG11B	JMY	non_indicated
ECHDC2	ANO9	non_indicated
ECHDC2	LTK	non_indicated
SCP2	GIPC2	non_indicated
SCP2	SEPHS2	non_indicated
SCP2	TOB1	non_indicated
SCP2	SLMO2	non_indicated
SCP2	GSR	non_indicated
SCP2	PPP2CB	non_indicated
TMEM48	JOSD2	non_indicated
TMEM48	GINS1	non_indicated
TMEM48	POT1	non_indicated
TMEM48	ZNF367	non_indicated
ACOT11	CBLC	non_indicated
ACOT11	SEC14L2	non_indicated
TTC22	SUCLA2	non_indicated
USP24	MGA	non_indicated
USP24	CHD2	non_indicated
USP24	FAM208A	non_indicated
USP24	DZIP3	non_indicated
PPAP2B	NID1	non_indicated
PPAP2B	FZD1	non_indicated
DAB1	SLC7A7	non_indicated
DAB1	CAPN13	non_indicated
OMA1	ZNF816	non_indicated
OMA1	ARMC8	non_indicated
MYSM1	C11orf30	non_indicated
MYSM1	C17orf85	non_indicated
JUN	DUSP1	non_indicated
JUN	SGK1	non_indicated
HOOK1	KIAA1804	non_indicated
CYP2J2	SLC13A2	non_indicated
CYP2J2	RETSAT	non_indicated
INADL	PHACTR4	non_indicated
USP1	MSH2	non_indicated
USP1	DEK	non_indicated
ATG4C	ING3	non_indicated
ATG4C	SH3BGRL	non_indicated
RAVER2	NEK3	non_indicated
RAVER2	SELM	non_indicated
JAK1	USP6NL	non_indicated
JAK1	SMG8	non_indicated
JAK1	TNS3	non_indicated
JAK1	CAMSAP1	non_indicated
PDE4B	IL10RA	non_indicated
PDE4B	SLC2A3	non_indicated
PDE4B	SAMSN1	non_indicated
MIER1	SLC25A40	non_indicated
SLC35D1	C1QA	non_indicated
SLC35D1	DSC2	non_indicated
SLC35D1	TYROBP	non_indicated
SLC35D1	TGFA	non_indicated
SLC35D1	P2RY1	non_indicated
SLC35D1	MIER3	non_indicated
GNG12	PELI2	non_indicated
GNG12	ACOX1	non_indicated
GNG12	HPGD	non_indicated
WLS	KREMEN1	non_indicated
WLS	TRAF3IP2	non_indicated
LRRC40	PEX3	non_indicated
SRSF11	ZMYM6	non_indicated
SRSF11	ZRANB2	non_indicated
SRSF11	PRPF38B	non_indicated
SRSF11	TIA1	non_indicated
SRSF11	ALG13	non_indicated
ANKRD13C	DOCK7	non_indicated
CTH	AGPAT9	non_indicated
ZRANB2	SETD5-AS1	non_indicated
FPGT	MAP4K3	non_indicated
TYW3	TMEM5	non_indicated
PIGK	CPE	non_indicated
USP33	GXYLT1	non_indicated
USP33	KLHDC10	non_indicated
FUBP1	EXOSC10	non_indicated
FUBP1	WDR3	non_indicated
FUBP1	DHX15	non_indicated
FUBP1	FIP1L1	non_indicated
FUBP1	POLR2B	non_indicated
FUBP1	TNFRSF10A	non_indicated
FUBP1	MTMR1	non_indicated
GIPC2	ADH6	non_indicated
GIPC2	TSPAN12	non_indicated
GIPC2	RNF128	non_indicated
IFI44L	IFI6	non_indicated
IFI44L	HERC5	non_indicated
IFI44	IFI44L	non_indicated
IFI44	RSAD2	non_indicated
LPHN2	DNAJB4	non_indicated
LPHN2	CFH	non_indicated
LPHN2	IL1R1	non_indicated
PRKACB	TMEM123	non_indicated
PRKACB	ATP2A3	non_indicated
PRKACB	KRCC1	non_indicated
PRKACB	FAM117B	non_indicated
PRKACB	RAMP1	non_indicated
PRKACB	SMIM14	non_indicated
PRKACB	CASD1	non_indicated
PRKACB	WWP1	non_indicated
PRKACB	OXR1	non_indicated
PRKACB	CHIC1	non_indicated
PRKACB	ITM2A	non_indicated
SSX2IP	AP1S3	non_indicated
SSX2IP	TMEM200A	non_indicated
MCOLN2	KIAA0226L	non_indicated
MCOLN2	DUSP2	non_indicated
DDAH1	AGMAT	non_indicated
DDAH1	KCNQ1	non_indicated
DDAH1	TRIL	non_indicated
DDAH1	MEST	non_indicated
DDAH1	SH2D4A	non_indicated
DDAH1	HMGN5	non_indicated
CYR61	EGR1	non_indicated
ODF2L	SLC38A6	non_indicated
ODF2L	FENDRR	non_indicated
ODF2L	UTRN	non_indicated
ODF2L	FKBP14	non_indicated
CLCA1	HAPLN1	non_indicated
CLCA4	TSPAN1	non_indicated
SH3GLB1	PID1	non_indicated
SH3GLB1	MRPL3	non_indicated
SH3GLB1	MAGT1	non_indicated
PKN2	CPEB2	non_indicated
PKN2	MYO6	non_indicated
RBMXL1	ARHGAP19	non_indicated
RBMXL1	ENOX2	non_indicated
GBP1	GBP1P1	non_indicated
GBP1	FCGR3A	non_indicated
GBP1	IL15RA	non_indicated
GBP1	BATF2	non_indicated
GBP1	LILRB2	non_indicated
GBP1	APOL2	non_indicated
GBP1	APOL1	non_indicated
GBP1	CXCL10	non_indicated
GBP1	IRF1	non_indicated
GBP1	CD274	non_indicated
GBP2	IFIT3	non_indicated
GBP4	SDC3	non_indicated
GBP4	NEXN	non_indicated
GBP4	TRAFD1	non_indicated
GBP4	EPSTI1	non_indicated
GBP4	NLRC5	non_indicated
GBP4	CXCL11	non_indicated
GBP4	BTN3A3	non_indicated
GBP4	TAP1	non_indicated
GBP5	FBXO6	non_indicated
GBP5	SLAMF7	non_indicated
GBP5	CLEC7A	non_indicated
GBP5	TNFAIP2	non_indicated
GBP5	PSTPIP2	non_indicated
GBP5	STAT1	non_indicated
GBP5	STX11	non_indicated
GBP5	IDO1	non_indicated
GBP1P1	GBP2	non_indicated
GBP1P1	GCH1	non_indicated
LRRC8B	CEP78	non_indicated
LRRC8B	AMMECR1	non_indicated
LRRC8C	ST8SIA4	non_indicated
CDC7	CDK2	non_indicated
TGFBR3	JAM2	non_indicated
TGFBR3	PROS1	non_indicated
GFI1	RFX5	non_indicated
EVI5	CEP57L1	non_indicated
TMED5	C6orf211	non_indicated
TMED5	ZNRF2	non_indicated
LOC100131564	CPSF7	non_indicated
DR1	SDE2	non_indicated
DR1	ELF1	non_indicated
DR1	SPOPL	non_indicated
FNBP1L	PDE3A	non_indicated
FNBP1L	ASAP2	non_indicated
FNBP1L	EPB41L5	non_indicated
FNBP1L	MTUS1	non_indicated
BCAR3	MXI1	non_indicated
GCLM	SLC2A13	non_indicated
ABCD3	PAFAH2	non_indicated
ABCD3	HOOK1	non_indicated
ABCD3	TMEM135	non_indicated
ABCD3	KIF21A	non_indicated
ABCD3	PLS1	non_indicated
ABCD3	PTPN3	non_indicated
TMEM56	MIER3	non_indicated
RWDD3	RPS4Y1	non_indicated
PTBP2	CAMKK1	non_indicated
PTBP2	CCT6P1	non_indicated
DPYD	SLC8A1	non_indicated
DPYD	FAM8A1	non_indicated
AGL	NUBPL	non_indicated
SLC35A3	PFKFB2	non_indicated
SLC35A3	SLC2A13	non_indicated
SLC35A3	COG3	non_indicated
SLC35A3	DOPEY2	non_indicated
SLC35A3	PRKCI	non_indicated
SLC35A3	GALNT7	non_indicated
HIAT1	ANXA7	non_indicated
TRMT13	RBBP4	non_indicated
DBT	WWP1	non_indicated
CDC14A	DEPDC7	non_indicated
CDC14A	LINC00294	non_indicated
CDC14A	C14orf28	non_indicated
CDC14A	PAPD5	non_indicated
CDC14A	SMURF2	non_indicated
CDC14A	ASTE1	non_indicated
VCAM1	RBP5	non_indicated
VCAM1	SCARA3	non_indicated
EXTL2	RCBTB2	non_indicated
SLC30A7	SLC5A3	non_indicated
SLC30A7	PDE4D	non_indicated
SLC30A7	POLK	non_indicated
S1PR1	SELL	non_indicated
S1PR1	AEN	non_indicated
RNPC3	CLUHP3	non_indicated
RNPC3	RGL4	non_indicated
AMY2B	CROCCP2	non_indicated
AMY2B	CSAD	non_indicated
AMY2B	MAPKAPK5-AS1	non_indicated
AMY2B	SRSF5	non_indicated
AMY2B	DKFZP686I15217	non_indicated
AMY2B	ADHFE1	non_indicated
VAV3	PDCD4	non_indicated
VAV3	PDGFD	non_indicated
VAV3	PLCD1	non_indicated
SLC25A24	AP5M1	non_indicated
SLC25A24	SLC35F5	non_indicated
SLC25A24	GPD2	non_indicated
SLC25A24	LARP1B	non_indicated
FAM102B	LRRC8B	non_indicated
FAM102B	LOC729176	non_indicated
PRPF38B	KCTD6	non_indicated
STXBP3	KTN1	non_indicated
STXBP3	DDX1	non_indicated
GPSM2	GALNT4	non_indicated
GPSM2	PIGB	non_indicated
GPSM2	ALG1	non_indicated
GPSM2	ERI2	non_indicated
GPSM2	TMEM97	non_indicated
GPSM2	AGBL5	non_indicated
KIAA1324	KCNQ1	non_indicated
KIAA1324	PTGDR2	non_indicated
KIAA1324	GALNT8	non_indicated
KIAA1324	SLC7A8	non_indicated
KIAA1324	DEPTOR	non_indicated
CYB561D1	SMYD4	non_indicated
CYB561D1	ZXDC	non_indicated
GSTM1	GSTM2P1	non_indicated
EPS8L3	CAMSAP3	non_indicated
EPS8L3	SEMA3B	non_indicated
EPS8L3	CDHR2	non_indicated
STRIP1	ABHD15	non_indicated
CD53	AIM2	non_indicated
CD53	SELL	non_indicated
CD53	HVCN1	non_indicated
CD53	ARHGAP25	non_indicated
CD53	RGS19	non_indicated
DENND2D	ACPL2	non_indicated
CHI3L2	CCR7	non_indicated
CHI3L2	CXCL13	non_indicated
C1orf162	CSTA	non_indicated
RAP1A	COMMD3-BMI1	non_indicated
RAP1A	RSRC1	non_indicated
RAP1A	STARD3NL	non_indicated
RAP1A	ZNF277	non_indicated
DDX20	LCMT2	non_indicated
CTTNBP2NL	MRPL55	non_indicated
CTTNBP2NL	HFE	non_indicated
CTTNBP2NL	STS	non_indicated
RHOC	S100A14	non_indicated
RHOC	SMIM6	non_indicated
RHOC	CRB3	non_indicated
RHOC	PRRG2	non_indicated
RHOC	VAMP8	non_indicated
RHOC	TMBIM1	non_indicated
RHOC	SDCBP2	non_indicated
RHOC	HIST1H1C	non_indicated
RHOC	AGPAT2	non_indicated
MAGI3	FNBP1L	non_indicated
MAGI3	SHROOM3	non_indicated
PHTF1	LAX1	non_indicated
RSBN1	KIAA1147	non_indicated
AP4B1	TRMT13	non_indicated
AP4B1	DND1	non_indicated
BCL2L15	DARC	non_indicated
BCL2L15	FAM110C	non_indicated
BCL2L15	RFK	non_indicated
HIPK1	WAPAL	non_indicated
HIPK1	LEMD3	non_indicated
HIPK1	YPEL2	non_indicated
HIPK1	C18orf25	non_indicated
TRIM33	CCNT2	non_indicated
NRAS	MIER1	RASopathy_gene
NRAS	GMFB	RASopathy_gene
NRAS	ESF1	RASopathy_gene
SIKE1	RUFY2	non_indicated
SIKE1	FAM179B	non_indicated
SIKE1	C18orf25	non_indicated
SIKE1	DCAF17	non_indicated
SIKE1	ZNF322	non_indicated
ATP1A1	PRKCZ	non_indicated
ATP1A1	A1BG	non_indicated
ATP1A1	HADHB	non_indicated
ATP1A1	GUCD1	non_indicated
ATP1A1	ACO2	non_indicated
ATP1A1	ANO10	non_indicated
ATP1A1	NUDT9	non_indicated
ATP1A1	ZDHHC9	non_indicated
IGSF3	PTPRF	non_indicated
IGSF3	ZSWIM5	non_indicated
IGSF3	ZBTB7B	non_indicated
IGSF3	OIT3	non_indicated
IGSF3	DNMBP	non_indicated
IGSF3	USP30	non_indicated
IGSF3	ADCY9	non_indicated
IGSF3	LOC440894	non_indicated
IGSF3	NEURL1B	non_indicated
IGSF3	SLC22A23	non_indicated
IGSF3	FOXO4	non_indicated
CD2	P2RX5	non_indicated
PTGFRN	FAM84B	non_indicated
TTF2	CENPF	non_indicated
TTF2	KDM1B	non_indicated
MAN1A2	PIK3C2A	non_indicated
MAN1A2	ABHD2	non_indicated
MAN1A2	ZBTB38	non_indicated
MAN1A2	ITGA1	non_indicated
FAM46C	SLAMF7	non_indicated
FAM46C	PDK1	non_indicated
FAM46C	PRDM1	non_indicated
WDR3	NOLC1	non_indicated
WDR3	TTC27	non_indicated
HSD3B1	GAL3ST1	non_indicated
REG4	HID1	non_indicated
NOTCH2	CAMK1D	non_indicated
NOTCH2	R3HDM1	non_indicated
NOTCH2	SLC23A2	non_indicated
EMBP1	SLC16A4	non_indicated
EMBP1	CYP2C19	non_indicated
EMBP1	WFDC2	non_indicated
EMBP1	EMB	non_indicated
NBPF9	ZBTB40	non_indicated
NBPF9	NBPF14	non_indicated
NBPF9	FAM208B	non_indicated
NBPF10	NBPF9	non_indicated
NBPF10	NBPF15	non_indicated
