source target	status
C1orf198 SH3PXD2B	non_indicated
AF086164 RNMT	non_indicated
AK055861 XM_210340	non_indicated
REEP3 MLF1IP	non_indicated
GAGE8 GAGE4	non_indicated
GAGE8 GAGE6	non_indicated
ENST00000301162 hCT6865.2	non_indicated
AK057241 HSS00371905	non_indicated
SLC2A13 Contig10154_RC	non_indicated
SLC2A13 NM_173665	non_indicated
SLC2A13 CNTN4	non_indicated
SLC2A13 PARP8	non_indicated
SLC2A13 AK091723	non_indicated
SLC2A13 HSS00329692	non_indicated
TUBB6 MAP3K8	non_indicated
TUBB6 A4GALT	non_indicated
TUBB6 CXCR7	non_indicated
TUBB6 hCT2297346	non_indicated
ENST00000236199 AL050061	non_indicated
ENST00000236199 ANKRD9	non_indicated
ENST00000236199 RBM3	non_indicated
SFRS6 XM_210776	non_indicated
AL713630 AL832101	non_indicated
AL713630 HSS00006554	non_indicated
AL713630 HSS00204391	non_indicated
MS4A8B AK023027	non_indicated
MS4A8B CNGB1	non_indicated
ENST00000277146 PCDH8	non_indicated
ENST00000277146 DPP6	non_indicated
AK022264 AJ227904	non_indicated
AK022264 AK057907	non_indicated
AK022264 AK022141	non_indicated
AK022264 AF143322	non_indicated
AK022264 AL833022	non_indicated
AK022264 BC035108	non_indicated
ADH1A ADH1B	non_indicated
ENST00000282683 ENST00000298653	non_indicated
ENST00000282683 ENST00000269477	non_indicated
ENST00000282683 hCT2251078	non_indicated
AK027027 Contig12205_RC	non_indicated
AK027027 Contig38761_RC	non_indicated
HSDL2 GLUD1	non_indicated
PCBP4 HIP1R	non_indicated
PCBP4 C20orf117	non_indicated
PCBP4 NM_017990	non_indicated
PCBP4 hCT1971143.1	non_indicated
KIAA1731 POLR3G	non_indicated
KIAA1731 L1TD1	non_indicated
KIAA1731 ST3GAL5	non_indicated
KIAA1731 RORA	non_indicated
KIAA1731 PPFIBP1	non_indicated
KIAA1731 HSS00031488	non_indicated
KIAA1731 RIF1	non_indicated
KIAA1731 ALG11	non_indicated
NRP1 GNA14	non_indicated
AK024927 Contig10437_RC	non_indicated
AK024927 SERPINA2	non_indicated
AK057923 AK022320	non_indicated
LRRC3B C4orf19	non_indicated
LRRC3B CACHD1	non_indicated
NM_022350 LNPEP	non_indicated
GALNT9 ASB2	non_indicated
GALNT9 AK021793	non_indicated
GALNT9 OSBPL3	non_indicated
SMCHD1 Contig12803_RC	non_indicated
SMCHD1 Contig30671_RC	non_indicated
SMCHD1 ENST00000284857	non_indicated
SMCHD1 HSS00045980	non_indicated
SHB SUV420H2	non_indicated
AK055794 hCT1644481.3	non_indicated
AF087999 PMM2	non_indicated
NM_020962 TMEM176A	non_indicated
ENST00000295064 Contig29015_RC	non_indicated
AK057885 AF147347	non_indicated
ACOT2 ACOT1	non_indicated
KCNK13 Z36841	non_indicated
HHIP hCT1970973	non_indicated
HHIP HSS00001972	non_indicated
TRPM7 HSS00344378	non_indicated
AK054892 C8orf16	non_indicated
AK054892 AL157448	non_indicated
AK054892 AK054848	non_indicated
AK054892 AK055146	non_indicated
AK054892 NM_014084	non_indicated
AK054892 BC041025	non_indicated
RSE_00000567221 AK090518	non_indicated
AF130062 NM_006394	non_indicated
AF130062 ENST00000278622	non_indicated
AF130062 C10orf38	non_indicated
AF130062 PTER	non_indicated
AF130062 U90437	non_indicated
AF130062 AK092127	non_indicated
NM_032623 AK057559	non_indicated
ENST00000296448 SNCG	non_indicated
ENST00000296448 Contig26837_RC	non_indicated
ENST00000296448 XM_173704	non_indicated
ENST00000296448 hCT1782866.2	non_indicated
TTLL7 KCTD4	non_indicated
TTLL7 HSS00337177	non_indicated
NM_024308 PKP3	non_indicated
ENPEP FRMD3	non_indicated
ENST00000296815 NRK	non_indicated
HSFY1 HSFY2	non_indicated
HSFY1 XM_067034	non_indicated
MEGF10 ITGB8	non_indicated
MEGF10 Contig35257_RC	non_indicated
MEGF10 AK023302	non_indicated
MEGF10 RFTN2	non_indicated
MEGF10 GPM6B	non_indicated
MEGF10 CYP2J2	non_indicated
FAHD1 ITGB3BP	non_indicated
ABHD1 HSS00292164	non_indicated
ENST00000297378 hCT1810000.2	non_indicated
AK024556 FOXQ1	non_indicated
RSE_00000153248 ENST00000295063	non_indicated
RSE_00000153248 ENST00000295003	non_indicated
RSE_00000153248 RSE_00000203274	non_indicated
AK021439 C20orf175	non_indicated
AK021439 Contig29067_RC	non_indicated
AK021439 DIO3OS	non_indicated
AF147347 Contig23881_RC	non_indicated
AJ227863 LCOR	non_indicated
AJ227863 C15orf5	non_indicated
AJ227863 HSS00164658	non_indicated
TSGA10 AK054822	non_indicated
AF086121 HOXD11	non_indicated
PIGZ SLC22A18	non_indicated
ENST00000276575 ENST00000078131	non_indicated
ENST00000276575 hCT1644335.2	non_indicated
ENST00000276575 AK097894	non_indicated
ENST00000276575 hCT1643073.3	non_indicated
MICA GFAP	non_indicated
ARSJ AK000776	non_indicated
ENST00000273097 ENST00000295684	non_indicated
AK057980 Contig12727_RC	non_indicated
AK057980 AK057829	non_indicated
C20orf133 PLXNC1	non_indicated
RTKN LIPE	non_indicated
RTKN ADIPOR2	non_indicated
RTKN C1orf198	non_indicated
RTKN IHPK3	non_indicated
RTKN ABCG1	non_indicated
REEP4 TK1	non_indicated
REEP4 TCTEX1D1	non_indicated
AL049357 BC006563	non_indicated
AL049357 BC026277	non_indicated
AQP4 STON2	non_indicated
AQP4 PLSCR4	non_indicated
AQP4 TMEM176B	non_indicated
AQP4 RFX4	non_indicated
AQP4 DOCK7	non_indicated
AQP4 CASP7	non_indicated
AQP4 LIX1	non_indicated
AQP4 SLC35F5	non_indicated
AK022082 SORBS1	non_indicated
AK022082 Contig34732_RC	non_indicated
AK022082 C22orf35	non_indicated
AK022082 AL359582	non_indicated
AK022082 AK054759	non_indicated
SLC25A33 AK055100	non_indicated
AK054605 EPB41L4A	non_indicated
AK054605 XM_120214	non_indicated
UCP3 ACRC	non_indicated
UCP3 HSS00014001	non_indicated
C12orf34 C1orf133	non_indicated
ATP13A4 RBP1	non_indicated
ATP13A4 ANGPTL1	non_indicated
ATP13A4 SLC25A33	non_indicated
ATP13A4 ERMAP	non_indicated
ATP13A4 PON3	non_indicated
ATP13A4 C8orf13	non_indicated
ATP13A4 IQCA	non_indicated
ATP13A4 EYA1	non_indicated
ATP13A4 AK096621	non_indicated
ATP13A4 ZFAND5	non_indicated
ATP13A4 ABCC11	non_indicated
ENST00000299129 ENST00000295286	non_indicated
ENST00000299129 ENST00000295021	non_indicated
ENST00000299129 RSE_00000568253	non_indicated
ENST00000299129 UBE2NL	non_indicated
Contig4539 AQP4	non_indicated
Contig4539 ASPH	non_indicated
Contig4539 PLEKHC1	non_indicated
CXorf21 CARD12	non_indicated
CXorf21 CASP1	non_indicated
CXorf21 HSS00388272	non_indicated
NM_138474 AK024877	non_indicated
NM_138474 NM_018038	non_indicated
NM_138474 AK094967	non_indicated
NM_138474 AL353951	non_indicated
NM_138474 SMURF1	non_indicated
OLFM3 AF131784	non_indicated
OLFM3 ATRNL1	non_indicated
OLFM3 HS6ST2	non_indicated
OLFM3 MAL2	non_indicated
OLFM3 SLC16A14	non_indicated
OLFM3 RGL3	non_indicated
AK055250 ENST00000299128	non_indicated
AK055250 NM_182538	non_indicated
AK055250 TREX1	non_indicated
AK055250 AK097936	non_indicated
KBTBD9 GPR26	non_indicated
KBTBD9 TRIM58	non_indicated
SLC32A1 PNOC	non_indicated
SLC32A1 SST	non_indicated
SLC32A1 PENK	non_indicated
SLC32A1 HSS00293550	non_indicated
SLC32A1 hCT1831218	non_indicated
SLC32A1 VWC2	non_indicated
ENST00000295072 ENST00000295853	non_indicated
ENST00000295072 ENST00000272822	non_indicated
KCND2 MUM1L1	non_indicated
KCND2 HSS00001370	non_indicated
KCND2 AK095543	non_indicated
ENST00000295319 ATP6AP2	non_indicated
ENST00000295319 hCT9444.1	non_indicated
TRBV7-2 NM_015594	non_indicated
TRBV7-2 XM_212459	non_indicated
TRBV7-2 AL833487	non_indicated
AK021493 Contig15690_RC	non_indicated
RFX4 IL17RB	non_indicated
RFX4 ABCC9	non_indicated
RFX4 C14orf152	non_indicated
RFX4 LRIG1	non_indicated
RFX4 KLF15	non_indicated
RFX4 RHPN2	non_indicated
RFX4 BC040195	non_indicated
AF210649 XM_097741	non_indicated
AK022258 Contig23913_RC	non_indicated
AK022258 AK021801	non_indicated
EPSTI1 TRIM22	non_indicated
EPSTI1 MX2	non_indicated
RSE_00000137758 TRPM4	non_indicated
RSE_00000137758 THRA	non_indicated
RSE_00000137758 XM_210426	non_indicated
RSE_00000137758 BET3L	non_indicated
ENST00000257675 CFB	non_indicated
ENST00000257675 ENST00000289005	non_indicated
ENST00000297023 HMG4L	non_indicated
ENST00000297023 hCT1644265.2	non_indicated
COL6A2 IRX3	non_indicated
AB046791 AK091357	non_indicated
AB046791 AL832540	non_indicated
ZNF452 hCT1971424.1	non_indicated
HTR5A PPHLN1	non_indicated
HTR5A hCT1957695.1	non_indicated
C18orf58 QKI	non_indicated
C18orf58 HSS00061243	non_indicated
AL137425 AL080093	non_indicated
AL137425 MGAT4C	non_indicated
AL137425 GABRA2	non_indicated
AL137425 AL832164	non_indicated
KCTD1 AL359605	non_indicated
KCTD1 HRH1	non_indicated
TTYH2 NPC1	non_indicated
TTYH2 PHLDB1	non_indicated
TTYH2 PLXNB3	non_indicated
TTYH2 MYO1D	non_indicated
TTYH2 RTKN	non_indicated
TTYH2 NKX6-2	non_indicated
TTYH2 MAL	non_indicated
TTYH2 NDE1	non_indicated
TTYH2 NM_020820	non_indicated
TTYH2 CYP27A1	non_indicated
RXFP1 OPRK1	non_indicated
RXFP1 SEMA3E	non_indicated
RXFP1 HTR1F	non_indicated
RXFP1 NPY2R	non_indicated
RXFP1 NM_001004441	non_indicated
AK055125 RGS17	non_indicated
AK055125 Contig14671_RC	non_indicated
AK055125 PPP3CA	non_indicated
AK055125 SLITRK4	non_indicated
NXN PODXL	non_indicated
IHPK3 ARRDC2	non_indicated
PLD2 FADS2	non_indicated
PLD2 TULP3	non_indicated
PLD2 PHKG1	non_indicated
PLD2 SLC12A4	non_indicated
AF085983 RNF141	non_indicated
KIF6 XM_117241	non_indicated
MARCKS BC039439	non_indicated
MARCKS XM_209765	non_indicated
MARCKS AF131770	non_indicated
ENST00000278180 ENST00000238803	non_indicated
ENST00000278180 ENST00000274460	non_indicated
ENST00000278180 hCT1832899.1	non_indicated
CBFB AL157504	non_indicated
CBFB STK3	non_indicated
CBFB NFE2L2	non_indicated
CBFB CETN3	non_indicated
CBFB BBX	non_indicated
CBFB Contig37920_RC	non_indicated
CBFB TMED5	non_indicated
CBFB PIGA	non_indicated
CBFB TIPARP	non_indicated
CBFB SNAP23	non_indicated
CBFB ELOVL5	non_indicated
CBFB ARRDC3	non_indicated
KCTD8 KIAA0802	non_indicated
TMEM87B RND3	non_indicated
TMEM87B MPZL1	non_indicated
AK024123 SMURF1	non_indicated
CCNB1 DBF4	non_indicated
CCNB1 KPNA2	non_indicated
CCNB1 UBE2T	non_indicated
CCNB1 RFC4	non_indicated
CCNB1 CDCA5	non_indicated
EBPL hCT1640922.3	non_indicated
AK055146 AK024999	non_indicated
AK055146 AK057150	non_indicated
AK055146 AK000930	non_indicated
NM_024094 TDGF1	non_indicated
ENST00000287529 ENST00000297622	non_indicated
ENST00000287529 hCT2308575	non_indicated
CRIP1 SEMA3G	non_indicated
CRIP1 ENST00000255883	non_indicated
CRIP1 COL13A1	non_indicated
ENST00000297884 AL110150	non_indicated
ENST00000297884 hCT1775397.2	non_indicated
TUBA1 ENST00000296448	non_indicated
NAT12 ENST00000296609	non_indicated
NAT12 DCP2	non_indicated
NAT12 PPHLN1	non_indicated
AK024517 hCT1833769.2	non_indicated
ENST00000293571 INHBB	non_indicated
ENST00000293571 TMEM176B	non_indicated
ENST00000293571 AK001150	non_indicated
ENST00000293571 IRF7	non_indicated
ENST00000293571 NM_033405	non_indicated
AK021459 Contig8533_RC	non_indicated
AK021793 KIAA0774	non_indicated
AK021793 RAB15	non_indicated
AK021793 AK055036	non_indicated
BMPR2 CDS1	non_indicated
BMPR2 CACNB4	non_indicated
BMPR2 Contig17333_RC	non_indicated
BMPR2 AK055125	non_indicated
TMTC4 PSME4	non_indicated
AK027219 BPGM	non_indicated
AK027219 BCR	non_indicated
AK027219 OSMR	non_indicated
AK027219 LYPD5	non_indicated
AK027219 HSS00046547	non_indicated
AK027219 hCT1970924.1	non_indicated
PLXNA4A NALP14	non_indicated
ENST00000274544 MAFB	non_indicated
ENST00000274544 GCLM	non_indicated
ENST00000274544 GLRX	non_indicated
TMPRSS5 RGR	non_indicated
TMPRSS5 LRRC14	non_indicated
TMPRSS5 hCT1843848.1	non_indicated
ZNRF3 AK026818	non_indicated
GPRASP1 NM_153031	non_indicated
GPRASP1 NAP1L5	non_indicated
GAGE6 GAGE5	non_indicated
GAGE6 PPP1R3F	non_indicated
ENST00000285338 TNFRSF1B	non_indicated
ENST00000285338 RAC2	non_indicated
ENST00000285338 TNFAIP8	non_indicated
ENST00000285338 NM_021039	non_indicated
ENST00000285338 PLAUR	non_indicated
ENST00000285338 CASP4	non_indicated
ENST00000285338 EIF4EBP1	non_indicated
ENST00000285338 STAB1	non_indicated
ENST00000285338 TRIP10	non_indicated
AK054755 ACADSB	non_indicated
AK054755 AL360257	non_indicated
PPP1R16B PKP2	non_indicated
PPP1R16B Contig19822_RC	non_indicated
PPP1R16B Contig20755	non_indicated
PPP1R16B AF085998	non_indicated
EMX2 EMX2OS	non_indicated
AK025126 AL833425	non_indicated
AK021771 RP11-144G6.7	non_indicated
C1orf90 XM_208797	non_indicated
AK056995 AK092457	non_indicated
WDFY4 TRAF3IP3	non_indicated
AL049919 ENTPD4	non_indicated
BC002770 SOCS2	non_indicated
BC002770 SEMA3A	non_indicated
BC002770 NOTCH3	non_indicated
ENST00000278891 XM_209737	non_indicated
ENST00000278891 hCT1835226.2	non_indicated
ENST00000278891 NUDT4P1	non_indicated
NOXA1 Contig32099_RC	non_indicated
NOXA1 MPO	non_indicated
NOXA1 GAL3ST2	non_indicated
NOXA1 AK093290	non_indicated
NOXA1 NM_001001681	non_indicated
ABCC12 SLC8A3	non_indicated
ABCC12 TNF	non_indicated
C13orf33 GPRC5A	non_indicated
C13orf33 THBS1	non_indicated
AK001150 AK021634	non_indicated
ZCWPW2 BC035328	non_indicated
ZCWPW2 hCT10421.3	non_indicated
HAPLN2 AK023404	non_indicated
SLC26A9 C9orf58	non_indicated
MRO C22orf31	non_indicated
MRO HSS00146274	non_indicated
FAM107B KIAA1189	non_indicated
FAM107B TMCC3	non_indicated
ENST00000274460 KCNB1	non_indicated
ENST00000274460 XM_092979	non_indicated
AK022370 AK023565	non_indicated
AK022370 AK000106	non_indicated
AK055564 GPRC5A	non_indicated
PSD2 FAM59B	non_indicated
PSD2 LFNG	non_indicated
PSD2 PYGM	non_indicated
PSD2 NM_152661	non_indicated
FRAT2 FAM83D	non_indicated
CNDP1 TSPAN8	non_indicated
CNDP1 HSS00341960	non_indicated
PDK1 ACTB	non_indicated
PDK1 NM_178472	non_indicated
ENST00000301688 C1orf121	non_indicated
HSPA2 DMRT3	non_indicated
ENST00000297148 MAN1A1	non_indicated
ENST00000297148 CNTN5	non_indicated
RTN4R Contig48806_RC	non_indicated
RTN4R COL24A1	non_indicated
CMTM7 FCER1G	non_indicated
PPARA ACTC1	non_indicated
PRX TFF2	non_indicated
PRX ENST00000297060	non_indicated
PRX ENST00000269720	non_indicated
PRX IGSF4C	non_indicated
CD22 HSD17B7	non_indicated
CD22 PKD1L2	non_indicated
CD22 AK096235	non_indicated
NM_024687 BC036611	non_indicated
C20orf112 CRTAM	non_indicated
C20orf112 BC040633	non_indicated
BOLL SGOL1	non_indicated
BOLL hCT5597.3	non_indicated
BOLL XM_172377	non_indicated
AK054829 AK057857	non_indicated
CDCA5 TPX2	non_indicated
CDCA5 HSS00051310	non_indicated
ENST00000295446 VIL2	non_indicated
ENST00000295446 PCDHB5	non_indicated
ENST00000266926 RSE_00000551358	non_indicated
ENST00000266926 HN1	non_indicated
ENST00000266926 DIRAS3	non_indicated
ENST00000266926 ENST00000282037	non_indicated
ENST00000266926 ENST00000238062	non_indicated
ENST00000266926 AA083497	non_indicated
LCOR ZBTB44	non_indicated
LCOR Contig36432_RC	non_indicated
LCOR BTBD5	non_indicated
LCOR Contig52814_RC	non_indicated
LCOR CUL5	non_indicated
ENST00000299294 HSPA8	non_indicated
C18orf50 OPN1SW	non_indicated
ENST00000267539 ENST00000301827	non_indicated
IGHA2 ST8SIA4	non_indicated
IGHA2 HES2	non_indicated
IGHA2 DCST2	non_indicated
IGHA2 HSS00340145	non_indicated
MALAT1 Contig36728_RC	non_indicated
MALAT1 ISLR2	non_indicated
MALAT1 SLC35E2	non_indicated
MALAT1 NDUFS1	non_indicated
MALAT1 HSS00156013	non_indicated
MALAT1 AL049327	non_indicated
MALAT1 TAF9B	non_indicated
WDR40C IGHA1	non_indicated
WDR40C MKI67	non_indicated
WDR40C APOA1	non_indicated
WDR40C ENST00000283964	non_indicated
C1orf97 AK092032	non_indicated
UBE2NL HSP90AA5P	non_indicated
UBE2NL RANBP5	non_indicated
UBE2NL UCHL3	non_indicated
UBE2NL ENST00000296973	non_indicated
UBE2NL MRPL30	non_indicated
UBE2NL GTF2H3	non_indicated
UBE2NL PDGFRB	non_indicated
UBE2NL hCT1644265.2	non_indicated
A2ML1 CYP19A1	non_indicated
GPSM3 LEPREL1	non_indicated
GPSM3 WAS	non_indicated
GPSM3 CCDC88	non_indicated
GPSM3 MYO1F	non_indicated
GPSM3 CMTM3	non_indicated
GPR177 AGT	non_indicated
GPR177 PLTP	non_indicated
GPR177 EFEMP1	non_indicated
GPR177 TMCO4	non_indicated
LBH SOX4	non_indicated
LBH TMEM158	non_indicated
LBH NM_175897	non_indicated
LBH BC023258	non_indicated
ENST00000297321 SH2B2	non_indicated
ENST00000297321 ANP32A	non_indicated
TINAGL1 Contig52214_RC	non_indicated
TINAGL1 ATOH8	non_indicated
MLPH Contig46597_RC	non_indicated
MLPH HSS00082776	non_indicated
DOCK7 HIBCH	non_indicated
DOCK7 CD109	non_indicated
DOCK7 PTPRZ1	non_indicated
DOCK7 PIK3C2A	non_indicated
DOCK7 FGF2	non_indicated
DOCK7 Contig8872_RC	non_indicated
C1QL3 EAF1	non_indicated
C1QL3 C3orf28	non_indicated
C1QL3 UNC5D	non_indicated
C1QL3 MBTPS2	non_indicated
C1QL3 hCT1971360	non_indicated
C1QL3 HSS00349748	non_indicated
C1QL3 hCT12019.3	non_indicated
AK022117 Contig48597_RC	non_indicated
AK022117 Contig46183_RC	non_indicated
AK022117 AL832183	non_indicated
MET KLHL14	non_indicated
MET CARTPT	non_indicated
HSPH1 SLC5A3	non_indicated
HSPH1 DHRS12	non_indicated
HSPH1 AK022848	non_indicated
HSPH1 HSP90AA2	non_indicated
HSPH1 AK090904	non_indicated
HSPH1 HSPA4L	non_indicated
ATP10B HSS00009018	non_indicated
ATP10B BC037932	non_indicated
ATP10B HSS00299458	non_indicated
TRIP6 PLD2	non_indicated
TRIP6 NFATC1	non_indicated
CFHR1 CFHR1P	non_indicated
CFHR1 CFH	non_indicated
CFHR1 ANXA2P1	non_indicated
MT1JP MT1M	non_indicated
MT1JP C20orf127	non_indicated
SULF1 PCOLCE2	non_indicated
NM_013332 ADM	non_indicated
NM_013332 AL359337	non_indicated
TBC1D23 NM_139282	non_indicated
TBC1D23 SLC30A4	non_indicated
MRGPRX3 MIA2	non_indicated
MRGPRX3 XM_062731	non_indicated
CD99 RAB7L1	non_indicated
CD99 C10orf116	non_indicated
CD99 SLC2A4RG	non_indicated
METTL7B DNALI1	non_indicated
ITPKB TMBIM1	non_indicated
ITPKB RELA	non_indicated
ITPKB NM_175885	non_indicated
ITPKB C9orf61	non_indicated
WEE1 RRAS2	non_indicated
WEE1 PERP	non_indicated
OGFOD2 AK000470	non_indicated
SPAG9 hCT1640064.3	non_indicated
SPAG9 AF086529	non_indicated
HOXA10 SLFN13	non_indicated
SLC6A15 VGCNL1	non_indicated
SLC6A15 PCTK2	non_indicated
SLC6A15 CEP170L	non_indicated
LILRA5 S100P	non_indicated
LILRA5 MMRN1	non_indicated
LMAN1 KIAA1430	non_indicated
LMAN1 PGGT1B	non_indicated
LMAN1 TMED7	non_indicated
BTBD16 AF086472	non_indicated
HEYL GJA4	non_indicated
HEYL XM_212138	non_indicated
PXK SHC4	non_indicated
PXK KCNQ1OT1	non_indicated
PXK DOCK10	non_indicated
PXK LRP2	non_indicated
PXK CDC2L6	non_indicated
PXK AF086028	non_indicated
PXK TMEM16D	non_indicated
PXK SPTLC2	non_indicated
PXK C13orf31	non_indicated
PXK HSS00097570	non_indicated
USP12 HPGD	non_indicated
IFI30 HMOX1	non_indicated
IFI30 LAT2	non_indicated
IFI30 ECGF1	non_indicated
RARB AL355687	non_indicated
GSTA2 GSTA1	non_indicated
CSF2RA SELPLG	non_indicated
FAM19A2 CBLN4	non_indicated
FAM19A2 AK000957	non_indicated
FAM55C RNF125	non_indicated
SELENBP1 ACOX2	non_indicated
RAB3C C15orf23	non_indicated
RAB3C FAHD1	non_indicated
RAB3C TDRD5	non_indicated
RAB3C hCT1843903.2	non_indicated
RAB3C HSS00058528	non_indicated
RAB3C HSS00286887	non_indicated
AP2B1 LMNB1	non_indicated
AP2B1 MRPL12	non_indicated
AP2B1 ISOC2	non_indicated
AP2B1 PURB	non_indicated
AP2B1 ANP32D	non_indicated
KCNA6 VGCNL1	non_indicated
B3GALNT1 RPS6KA3	non_indicated
CHKB CPT1B	non_indicated
GALNT5 Contig30119_RC	non_indicated
RFPL3 RFPL2	non_indicated
VN1R4 SLCO4C1	non_indicated
VN1R4 RASAL2	non_indicated
VN1R4 XM_172531	non_indicated
VN1R4 BET3L	non_indicated
TOP3B ZNF641	non_indicated
TOP3B hCT1831767.2	non_indicated
FXYD5 TRIM38	non_indicated
FXYD5 SLC16A5	non_indicated
KCNJ16 VAV3	non_indicated
KCNJ16 Contig46777_RC	non_indicated
SGK3 PARP4	non_indicated
METTL7A NM_014074	non_indicated
METTL7A LRP4	non_indicated
METTL7A C4orf12	non_indicated
METTL7A MERTK	non_indicated
METTL7A SDC4	non_indicated
METTL7A SPON1	non_indicated
METTL7A TP53BP2	non_indicated
METTL7A NOTCH2	non_indicated
METTL7A AGXT2L1	non_indicated
LRCH4 Contig40165_RC	non_indicated
FPGT KBTBD3	non_indicated
GAGE7 RAD54L	non_indicated
GAGE7 CXorf48	non_indicated
GAGE7 GAGE3	non_indicated
PCDH21 SPATA20	non_indicated
HS6ST3 Contig58042_RC	non_indicated
HS6ST3 Contig42962_RC	non_indicated
PTTG1IP RASL12	non_indicated
PTTG1IP C20orf28	non_indicated
PTTG1IP TXNIP	non_indicated
PTTG1IP LIMS1	non_indicated
PTTG1IP ANXA5	non_indicated
PTTG1IP ZNF217	non_indicated
PTTG1IP LIMK2	non_indicated
PTTG1IP CD99	non_indicated
PTTG1IP NECAP2	non_indicated
PTTG1IP CHST3	non_indicated
PTTG1IP HSS00144494	non_indicated
PTTG1IP hCT1795856.1	non_indicated
PTTG1IP AL833462	non_indicated
PTTG1IP SP110	non_indicated
KIF13B C9orf3	non_indicated
KIF13B MAP3K11	non_indicated
KIF13B ZBED3	non_indicated
KIF13B ABTB2	non_indicated
NM_177964 ENST00000222983	non_indicated
NM_177964 AZGP1	non_indicated
MRPS30 SYNCRIP	non_indicated
MRPS30 PCDHB3	non_indicated
MRPS30 HSS00137322	non_indicated
MRPS30 EPHX1	non_indicated
NM_173663 AL117630	non_indicated
NM_173663 XM_211972	non_indicated
NM_006780 AK096314	non_indicated
RP11-450P7.3 SPESP1	non_indicated
CENPK RSE_00000232263	non_indicated
SIGLEC7 CCL20	non_indicated
PGF JUB	non_indicated
SYNCRIP CTHRC1	non_indicated
SYNCRIP PIGW	non_indicated
CENPE NOX4	non_indicated
PLOD3 CNNM3	non_indicated
PLOD3 ENST00000300223	non_indicated
PLOD3 C6orf85	non_indicated
PLOD3 AF143876	non_indicated
ANG RNASE4	non_indicated
HMGB2 RSE_00000753518	non_indicated
PRKCD GRP	non_indicated
PRKCD ENST00000297572	non_indicated
STON1 FMO5	non_indicated
COL2A1 HSS00211978	non_indicated
COL2A1 FMO1	non_indicated
EMCN ABCB1	non_indicated
EMCN TM4SF18	non_indicated
EMCN MYCT1	non_indicated
EMCN ABCG2	non_indicated
NID1 FMO2	non_indicated
GTSE1 NM_173498	non_indicated
GTSE1 KIF4A	non_indicated
GTSE1 AK092134	non_indicated
GSTM3 hCT1656345.3	non_indicated
NM_153696 FOLH1	non_indicated
NM_153696 AK093963	non_indicated
NUDT18 hCT1970806.1	non_indicated
RPS6KA5 POMC	non_indicated
NM_153706 MYO15A	non_indicated
APBB2 IGSF11	non_indicated
FGFR3 RYR1	non_indicated
FGFR3 GLI1	non_indicated
FGFR3 TTYH1	non_indicated
FGFR3 Contig39391_RC	non_indicated
FGFR3 ENST00000298636	non_indicated
FGFR3 ZNRF3	non_indicated
FGFR3 MLC1	non_indicated
FGFR3 BC040156	non_indicated
DUSP10 MND1	non_indicated
PTTG3 PTTG2	non_indicated
PTTG3 TXNL5	non_indicated
PTTG3 EXO1	non_indicated
PTTG3 PTTG1	non_indicated
PLEKHK1 PET112L	non_indicated
PLEKHK1 AK054806	non_indicated
PTMA ENST00000295549	non_indicated
PTMA WDFY2	non_indicated
SLC2A14 AKR1C2	non_indicated
CHI3L2 RASEF	non_indicated
CHI3L2 KIAA0101	non_indicated
OGN ITGBL1	non_indicated
OGN SCARA5	non_indicated
OGN COL6A3	non_indicated
OGN SLC6A20	non_indicated
OGN PHLDB2	non_indicated
OGN PTGFR	non_indicated
OGN SEMA3C	non_indicated
OGN SLC13A4	non_indicated
OGN SLC22A3	non_indicated
OGN AK026784	non_indicated
OGN HSS00141347	non_indicated
OGN CES1	non_indicated
EFCBP2 WFDC1	non_indicated
CBLN2 HSS00051919	non_indicated
PLEKHA7 TCF7	non_indicated
PLEKHA7 CARD8	non_indicated
RAB20 EMP1	non_indicated
RAB20 NFKBIZ	non_indicated
SNTG1 HSS00023397	non_indicated
SFRP5 ARSD	non_indicated
CNIH2 IKZF5	non_indicated
PGGT1B MDFIC	non_indicated
BMP7 ABHD1	non_indicated
ITGAV PCAF	non_indicated
ITGAV PDE4DIP	non_indicated
ITGAV SCP2	non_indicated
ITGAV AK3	non_indicated
ZFP36L1 Contig48208_RC	non_indicated
ZFP36L1 SAT1	non_indicated
ZFP36L1 RREB1	non_indicated
ZFP36L1 SYTL4	non_indicated
ZFP36L1 MYD88	non_indicated
ZFP36L1 TGIF	non_indicated
FGF12 PDE1A	non_indicated
FGF12 Contig20914_RC	non_indicated
FGF12 FRMPD4	non_indicated
FGF12 TRIM44	non_indicated
AMIGO2 TPM3	non_indicated
RGS1 CD69	non_indicated
ZIC5 KCTD14	non_indicated
CCNC LYPLA1	non_indicated
CCNC RPA3	non_indicated
CCNC hCT2328745	non_indicated
CCNC hCT1971128.1	non_indicated
ST6GALNAC1 NET1	non_indicated
ST6GALNAC1 DACT2	non_indicated
ST6GALNAC1 TMEM45B	non_indicated
ST6GALNAC1 SLC38A5	non_indicated
HIST1H3D SRPX2	non_indicated
HIST1H3D LILRA5	non_indicated
HIST1H3D AK055877	non_indicated
FBXL7 CAT	non_indicated
FEZF2 GALNT14	non_indicated
DSCR6 FOXA1	non_indicated
GRASP C20orf82	non_indicated
GRASP VIPR2	non_indicated
GRASP C13orf34	non_indicated
GRASP FSTL4	non_indicated
HMMR KIF11	non_indicated
KIAA0408 TSHZ2	non_indicated
C6orf54 KIF25	non_indicated
