Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
MODULE_18	31/451	0.00123793135831	0.07742697950178	-2.03405648176001	5.20397075711182	SYNM;SEC23A;LPGAT1;PCNA;GMFB;SEMA3C;DDX21;PLOD2;TYMS;AGPAT2;CNN3;EPS8;LAMP2;ST3GAL5;TSPAN3;TNPO1;SLC16A3;ANXA1;ANXA2;ANGPT1;CAV1;FN1;GNG12;DUSP6;QPCT;DDIT4;CKS2;DEGS1;TRIM16;GCLM;CD44
MODULE_12	26/360	0.00159379970694	0.09137784986439	-1.96057982650704	4.69118163968957	CDKN1A;SYNM;ASAH1;RHOBTB3;DDX21;FGF1;CNN3;TMEM47;ST3GAL5;TSPAN3;WASF3;POSTN;ANXA1;PEG3;CAV1;AKR1C1;FN1;GNG12;HOPX;LOX;COL5A2;DDIT4;TRIM16;MGLL;FGFR1;ARHGEF6
MODULE_87	7/44	0.00219587541962	0.11621248374595	-2.03127808524237	4.37199093195125	RIT1;RALB;RAB5C;OPA1;RHEB;GNAS;RAN
MODULE_40	9/82	0.00538284243143	0.26452825663008	-1.93835465080185	2.57763797666355	UGDH;HMGCS1;IDH1;AKR1C3;MTHFS;ACADM;IGF1;GLYAT;AGPAT2
MODULE_118	26/410	0.00802776634219	0.34984010722787	-2.03395168717273	2.13621687701567	CDKN1A;PCNA;NNMT;DDX21;PLOD2;CNN3;SLC16A3;SOX4;CEP135;ANXA1;CAV2;CAV1;FN1;GNG12;DUSP6;UGDH;LOX;QPCT;COL5A2;DDIT4;RGS10;CKS2;CD24;MGLL;FGFR1;ARHGEF6
MODULE_544	9/88	0.00813581644716	0.34984010722787	-1.88617151372326	1.98100645456465	FGF7;SEMA3C;VPS13C;CHEK1;KLHL28;RAB7L1;PPP2R3A;PTBP2;NUDT4
MODULE_481	9/89	0.00868311689819	0.35141084858544	-1.88596649267779	1.97234230818149	FGF7;SEMA3C;VPS13C;CHEK1;KLHL28;RAB7L1;PPP2R3A;PTBP2;NUDT4
MODULE_6	26/416	0.00949751808083	0.36301624664519	-1.89372053779559	1.91892158199368	CDKN1A;SYNM;ASAH1;PDXK;NNMT;AGPAT2;CNN3;CDH1;TSPAN3;SLC12A2;JUN;ANXA1;CAV1;AKR1C1;FN1;AKR1C3;DUSP6;UGDH;MYH2;DDIT4;TRIM16;CD24;CD44;MGLL;FGFR1;CES1
GNF2_PTX3	5/36	0.01525460792797	0.43499102516537	-1.97363894271963	1.64291602807387	LOX;COL5A2;CDH11;YIPF5;PLOD2
MODULE_5	26/434	0.01527210577938	0.43499102516537	-1.86415453805456	1.55177793824651	CDKN1A;ASAH1;PDXK;NNMT;RAB5C;DDX21;CNN3;NFIL3;PIM1;LPXN;TSPAN3;SLC16A3;POSTN;ANXA1;ANXA2;ANGPT1;CAV2;CAV1;FN1;HOPX;DUSP6;CDH11;CD44;MGLL;FGFR1;CES1
MODULE_456	10/113	0.01326011489362	0.43499102516537	-1.8148949497814	1.51077278509586	CDKN1A;PCNA;CD83;CCPG1;MMD;PRKAR2B;CREM;NOX4;HIF1A;MGLL
GCM_MAP4K4	13/171	0.01567726419743	0.43499102516537	-1.80993095940141	1.50664061117997	BMPR2;AHCYL1;WSB2;SCD5;DNAJB14;HIPK2;ARHGAP21;FMNL2;PSAT1;ZNF404;IL17D;RNF141;RAN
MODULE_321	10/112	0.01257051803361	0.43499102516537	-1.79403767774395	1.49341056863847	ITGB1;EXT1;LDHA;PDXK;SEC23A;NFIL3;LRRC8C;GCLM;SLC16A3;CD44
MODULE_235	8/81	0.01468881391308	0.43499102516537	-1.76475100401788	1.46903146634572	UGDH;ANXA1;HMGCS1;QPCT;AKR1C3;AKR1C2;GCLM;MGLL
MODULE_43	9/99	0.01580635992607	0.43499102516537	-1.73560944592814	1.44477316264468	UGDH;LDHA;NQO2;PPP1R1A;IDH1;FDX1;ALDOC;ACADM;ACADSB
MODULE_286	5/37	0.01681940606364	0.44506736045315	-1.7463074164234	1.41368760797619	UGDH;LDHA;IDH1;GPD1;CBR3
MODULE_15	22/358	0.01922995518928	0.49000774704546	-1.88639662887576	1.34563099944602	JUN;PCNA;ANXA1;ANGPT1;AKR1C3;DDX21;TYMS;HOPX;CDK6;NFIL3;LAMP2;DDIT4;CCNG1;RGS10;CKS2;PIM1;CD47;TSPAN3;PRKACB;CD44;SOX4;ARHGEF6
MODULE_24	26/453	0.02411346893365	0.49765674440169	-1.8876135049155	1.31726109493145	PCNA;NNMT;PTGER3;DPT;AGPAT2;CNN3;C6;NFIL3;CDH1;PIM1;PEG3;AKR1C1;FN1;AKR1C3;MTHFS;ACSL4;ACADSB;UGDH;PPP1R1A;COL5A2;DDIT4;RGS10;CKS2;TRIM16;GCLM;CD24
MODULE_105	14/200	0.02275449882936	0.49765674440169	-1.78842485108831	1.24804281777623	PDXK;LPGAT1;PCNA;SPARC;ANXA1;MMD;ATP2B1;CNN3;COL4A2;COL5A2;CKS2;WASF3;SOX4;FGFR1
MODULE_93	13/182	0.02408456373816	0.49765674440169	-1.75893012652786	1.22746008033128	PDIA3;NQO2;IDH1;AKR1C1;AKR1C3;AKR1C2;ACADSB;PBLD;UGDH;LDHA;PRDX4;ACADM;CDO1
MODULE_126	13/183	0.02498801721836	0.49765674440169	-1.72921467945118	1.20672331284648	EDEM3;HDAC2;PCNA;ANGPT1;ASPH;CCPG1;PPAP2A;CKS2;PPIF;NOX4;SLC25A33;RAN;MGLL
MODULE_241	7/73	0.02489162403079	0.49765674440169	-1.61714317934084	1.12851480959011	POSTN;PDXK;NNMT;CDH11;FN1;C3AR1;WASF3
MODULE_154	7/75	0.02804533447151	0.52149162476753	-1.61410608916362	1.05088324282966	MMP14;CAV2;CAV1;AKR1C1;TFPI2;AKR1C3;DUSP6
MODULE_8	24/421	0.03150443059493	0.55577046793099	-1.74755630251966	1.02651439285411	SEC23A;LPGAT1;PCNA;RAB5C;GMFB;MMD;CAV1;FN1;DDX21;MTHFS;PLOD2;TYMS;DUSP6;EHBP1;CNN3;EPS8;UGDH;COL5A2;CKS2;TLK1;TSPAN3;ATP13A3;CD24;SOX4
MODULE_226	4/27	0.02419125878378	0.49765674440169	-1.41565917440377	0.98791026302195	PPP2CB;GMFB;DUSP6;DUSP14
MODULE_281	4/28	0.02688519762343	0.51380599902563	-1.38123921785736	0.91978034260073	PPP2CB;GMFB;DUSP6;DUSP14
MODULE_200	4/27	0.02419125878378	0.49765674440169	-1.30894342800819	0.91343924415214	KIT;DDR2;FGFR1;PTPRG
MODULE_333	4/29	0.02975154247857	0.53865950592774	-1.33148144346446	0.82374978443558	PLEKHB2;GPD1;CRY1;IGF1
MODULE_297	7/80	0.0370861791756	0.60167106040619	-1.55732730785358	0.79119140883872	MMP14;CAV2;CAV1;AKR1C1;TFPI2;AKR1C3;DUSP6
MODULE_357	7/80	0.0370861791756	0.60167106040619	-1.54156650844351	0.78318422304882	MMP14;CAV2;CAV1;AKR1C1;TFPI2;AKR1C3;DUSP6
GCM_ZNF198	9/118	0.03980172935753	0.60852421773293	-1.5000352616904	0.74509536755402	PPM1B;DHX36;ARID4B;MLL5;SMC3;KPNA3;PTBP2;NUDT4;C5ORF41
MODULE_44	19/327	0.04468037008368	0.64041863786602	-1.65650129024465	0.7381919621738	ASAH1;RAB5C;CAV1;FN1;DPT;ARID4B;PIK3R1;CDH1;DDIT4;BCL2;RGS10;IRF8;LPXN;CD48;PRKACB;CD44;SOX4;FGFR1;ARHGEF6
MODULE_312	5/47	0.03847896316551	0.60167106040619	-1.39375789090918	0.7080908834819	PCNA;CDK6;STK17B;RAN;DUSP6
MODULE_291	6/65	0.04227266850712	0.63225208549773	-1.4387697879069	0.65962860489749	POSTN;PDXK;NNMT;CDH11;FN1;C3AR1
MODULE_363	5/49	0.04420783093896	0.64041863786602	-1.45145307404503	0.64681567049927	PPA1;PRKAR1A;CCNG1;ATP6V1B2;FN1
MORF_MBD4	7/86	0.05023458737359	0.70533461455163	-1.45880414613764	0.50924366677054	GABARAPL2;GMFB;PRKAR1A;ATP6AP2;LAMP2;TMED2;CD47
GCM_HBP1	6/69	0.05284447222137	0.72354319314296	-1.43552106729359	0.46452748918995	SENP7;PPM1B;DHX36;IRF2BP2;ARID4B;TBC1D23
GCM_CSNK1A1	4/36	0.05471846398063	0.72396736958982	-1.09539023067518	0.35382085618062	CSNK1A1;ARID4B;TBC1D15;EHBP1
MODULE_17	20/367	0.06672545927323	0.85013177740713	-1.63774687882461	0.26591098564127	ZNF451;PCNA;AHCYL1;NNMT;ANXA1;ANGPT1;HMGCS1;AKR1C1;DDX21;PRPF40A;IGF1;TYMS;BMS1;DDIT4;CCNG1;RGS10;CKS2;PIM1;PSMG1;CD24
MODULE_361	10/151	0.06570638741809	0.85013177740713	-1.49586363454798	0.24287426744056	C11ORF73;SMCHD1;SLC24A3;BANK1;CXORF21;C10ORF118;BCL2;IRF8;CD48;CD24
GCM_RAB10	11/176	0.07529347148714	0.86033729652797	-1.52674366329027	0.22966921167318	EDEM3;PPM1B;AHCYL1;ZRANB2;ZNF507;IMPAD1;ARID4B;FAM98A;KPNA3;SOCS4;C5ORF42
MODULE_324	9/133	0.0708504147469	0.86033729652797	-1.42744937738532	0.21473229664562	MMP14;SPARC;ANXA1;ANXA2;CDH1;PPA1;ITGA2;CA4;MID1
MODULE_174	7/95	0.07490118848454	0.86033729652797	-1.34078281112075	0.20169497909782	POSTN;PDXK;NNMT;CDH11;FN1;C3AR1;WASF3
MODULE_57	5/56	0.06808254506204	0.8516507455033	-1.23474173445186	0.1982732957896	CDKN1A;HDAC2;PCNA;CDK6;CHEK1
MODULE_301	10/160	0.08716910538854	0.86916441314946	-1.3511851439167	0.18946719864498	FADS3;C11ORF73;SMCHD1;SLC24A3;BANK1;CXORF21;C10ORF118;BCL2;IRF8;CD24
GCM_DLG1	6/78	0.08202951610343	0.86033729652797	-1.24795352432399	0.1877305988083	ARHGAP21;HERC4;COL4A3BP;PRRG1;DNAJB14;ATG2B
MODULE_501	3/15	0.02531684019485	0.49765674440169	-0.26081393950897	0.18200762742813	PDXK;MMP14;SEMA3C
MODULE_254	5/60	0.08437950950058	0.86033729652797	-1.17401292426766	0.17660765804627	PCNA;CDK6;STK17B;RAN;DUSP6
MODULE_188	9/141	0.09226288936529	0.87441573339478	-1.31407234094712	0.17634765258991	FADS3;SMCHD1;SLC24A3;BANK1;CXORF21;C10ORF118;BCL2;IRF8;CD24
MODULE_543	3/17	0.03355078891886	0.5770735694044	-0.31403942674866	0.17265432868804	ANXA1;HLA-DMB;ANXA2
MORF_MAP3K14	8/121	0.09405052946397	0.87441573339478	-1.22609166679831	0.16454070340153	C9;KIT;CD3G;AKAP5;FOXN2;SOS1;SCN2A;HIPK2
MODULE_159	6/81	0.09341184564235	0.87441573339478	-1.20827989490008	0.16215037520966	RIT1;RALB;RAB5C;GNAS;EIF2S1;RAN
MODULE_243	6/81	0.09341184564235	0.87441573339478	-1.17651466695564	0.1578875023012	HERC4;PCNA;ZRANB2;SUB1;DDIT4;SCAMP1
MODULE_238	10/166	0.1035867630404	0.89067942452749	-1.28117138015895	0.14832211922466	FADS3;C11ORF73;SMCHD1;SLC24A3;BANK1;CXORF21;C10ORF118;BCL2;IRF8;CD24
GCM_PTK2	9/145	0.10425210732005	0.89067942452749	-1.21121557547166	0.1402232861068	ARHGAP21;HERC4;FMNL2;AHCYL1;WSB2;PEG3;YIPF5;DNAJB14;RAN
MODULE_164	5/61	0.0887483073298	0.87226907775574	-1.02305883486491	0.13980848600728	CDKN1A;ANXA1;ANXA2;PPP1R1A;TFPI2
MODULE_311	3/18	0.03812621391459	0.60167106040619	-0.25149388197715	0.12777005693817	FTH1;AKR1C1;AKR1C2
GCM_ERBB2IP	5/64	0.10254195933282	0.89067942452749	-1.01541540912517	0.11755536199703	AHCYL1;IMPAD1;ZNF404;TBC1D15;EHBP1
MODULE_259	4/46	0.10486196713187	0.89067942452749	-0.68588686119042	0.0794056083172	CDKN1A;KIT;DDR2;FGFR1
MODULE_327	3/21	0.05363474251496	0.72354319314296	-0.24271816049326	0.0785423915006	UGDH;AKR1C3;AGPAT2
MODULE_75	20/399	0.12142689795598	0.97629433028581	-1.37044522797392	0.0328785845986	CDKN1A;CD83;SEMA3C;FN1;NPY1R;AKR1C3;CD3G;IGF1;GLYAT;EPS8;FGF7;C6;HLA-DMB;C9;C3AR1;IRF8;CD48;CD24;IL18R1;CES1
GCM_DFFA	8/129	0.12143968856311	0.97629433028581	-1.13391285990909	0.02720389631848	PPM1B;CSDE1;DHX36;ARID4B;SMC3;SLC25A33;KPNA3;RAN
MODULE_343	3/25	0.07823463256242	0.86033729652797	-0.17942606875266	0.02699120013063	CA4;ACADM;ACADSB
MODULE_371	3/26	0.08503333744753	0.86033729652797	-0.16182402979524	0.02434331200875	MMP14;GMFB;DUSP14
MODULE_72	16/311	0.13253354884314	0.98811626526639	-1.28645700495973	0.01537947869419	PCNA;PEG3;CAV1;ABHD2;CREM;TYMS;SMC3;HOPX;CKS2;TLK1;PSMG1;TSPAN3;TRIM16;TNPO1;SLC16A3;FGFR1
GNF2_CDH11	3/25	0.07823463256242	0.86033729652797	-0.09873782753674	0.01485320657157	COL5A2;CDH11;FN1
GCM_UBE2N	9/155	0.13787668817671	0.98811626526639	-1.06850432342377	0.01277387383596	TIA1;PPM1B;WSB2;DHX36;SMC3;PTBP2;RAN;NUDT4;BPTF
MODULE_145	7/112	0.13772500355571	0.98811626526639	-1.00992657387155	0.01207358206739	FADS3;ODF2L;SLC24A3;BANK1;BCL2;IRF8;CD24
MODULE_306	3/26	0.08503333744753	0.86033729652797	-0.07207257751623	0.01084193270908	LDHA;IDH1;ALDOC
MODULE_155	3/25	0.07823463256242	0.86033729652797	-0.04178117633276	0.00628517416633	KDELR2;TNPO1;PPIC
MODULE_94	18/374	0.17360612048895	0.99862138569833	-1.03265563916143	0.00142461605668	JUN;CAV1;ABHD2;ITGA2;ACSL4;PPP2R3A;IGF1;GNG12;HOPX;EPS8;C6;ASPH;COL5A2;KIT;IRF8;CD48;PSMG1;GCLM
MORF_AP2M1	11/217	0.20031187460879	0.99862138569833	-0.90988256803827	0.00125524256776	SNX3;GPI;LDHA;GMFB;RHEB;PRKAR1A;GNAS;TMED2;RAC1;PGD;RAN
MODULE_38	21/465	0.22313082511484	0.99862138569833	-0.88097689100963	0.001215365294	CDKN1A;PDXK;ANXA1;CAV1;FN1;RHOBTB3;DPT;IGF1;KIAA0182;AGPAT2;HOPX;CNN3;CDH1;COBLL1;COL5A2;RGS10;PIM1;TRIM16;SLC16A3;MGLL;FGFR1
MODULE_122	8/141	0.16946886930997	0.99862138569833	-0.87359293160689	0.00120517863862	POSTN;CDH1;ITGA2;COL5A2;FN1;ITGBL1;JAM2;DDR2
MODULE_223	8/142	0.17381850197916	0.99862138569833	-0.85480228766925	0.00117925571518	EPS8;CD83;HLA-DMB;FTH1;AKR1C3;CD48;TSPAN3;IGF1
MODULE_119	8/145	0.1871620262171	0.99862138569833	-0.85414858375194	0.00117835388784	SPARC;HLA-DMB;IL7;BANK1;ITGA1;C10ORF118;CD48;THUMPD1
MODULE_179	21/474	0.24862135626208	0.99862138569833	-0.83704528870066	0.00115475877265	ITGB1;GABARAPL2;MYEF2;ANXA1;LRRN3;TFPI2;FN1;ZDHHC2;HIF1A;QKI;TMEM47;ARHGAP20;PRPF39;MMP14;KATNAL1;NFIL3;REV3L;NCOA7;IL18R1;FGFR1;BPTF
MODULE_64	23/518	0.23282760533654	0.99862138569833	-0.82795252746033	0.00114221471326	CDKN1A;CD83;ANXA1;CAV1;NPY1R;RORA;CD3G;IGF1;GLYAT;DUSP6;SFRP4;FGF7;MMP14;HLA-DMB;C9;KIT;C3AR1;SLC16A3;IL18R1;KCNJ2;JAM2;DDR2;FGFR1
MODULE_46	18/395	0.23395936776652	0.99862138569833	-0.81641574076932	0.00112629896077	CD83;SEMA3C;FN1;NPY1R;AKR1C3;CD3G;IGF1;EPS8;FGF7;C6;HLA-DMB;C9;BCL2;C3AR1;IRF8;CD48;CD24;IL18R1
GCM_MYST2	9/173	0.21039172461685	0.99862138569833	-0.76325449337025	0.0010529595398	CSDE1;DHX36;MLL5;TNPO1;SMC3;SMAD5;KPNA3;PTBP2;NUDT4
MODULE_255	20/456	0.26925607675219	0.99862138569833	-0.76276323526785	0.00105228181709	ITGB1;GABARAPL2;MYEF2;ANXA1;LRRN3;TFPI2;FN1;ZDHHC2;HIF1A;QKI;TMEM47;ARHGAP20;PRPF39;MMP14;KATNAL1;NFIL3;REV3L;NCOA7;IL18R1;FGFR1
MORF_SKP1A	10/202	0.23484354947193	0.99862138569833	-0.74490188283168	0.00102764091212	SNX3;GABARAPL2;GMFB;RHEB;GDE1;TLK1;TMED2;RAC1;RAN;AZIN1
MORF_RAB5A	6/97	0.16705243942853	0.99862138569833	-0.74374216022323	0.00102604099886	GMFB;ATP6AP2;TMED2;CD47;RAC1;PICALM
MODULE_568	5/73	0.14970425739956	0.99862138569833	-0.71939635365091	0.0009924543649	ASAH1;RYBP;LAMP2;ATP6V1B2;RHOQ
MODULE_197	9/174	0.21481622091213	0.99862138569833	-0.69866549261509	0.00096385478496	ZNF254;JUN;HDAC2;CDK6;GABPB1;MID1;HIF1A;SMAD5;SOX4
MORF_RAD21	9/182	0.25146102257975	0.99862138569833	-0.66756873001547	0.00092095476522	HDAC2;PCNA;GMFB;RHEB;PRKAR1A;TMED2;RAC1;DLD;RAN
MODULE_177	6/101	0.18847639940445	0.99862138569833	-0.64888217853898	0.00089517544415	CD83;HLA-DMB;NNT;TMED2;CD48;DUSP6
MODULE_112	12/260	0.27626307896935	0.99862138569833	-0.63283568814283	0.00087303826017	MYH2;THRB;COL4A2;ANGPT1;CAV1;QPCT;COL5A2;TFPI2;NPY1R;IGF1;WASF3;PTPRG
MORF_RFC5	5/76	0.16716205653489	0.99862138569833	-0.61661609358746	0.00085066226767	LPGAT1;CEP135;DPT;GTF2H3;SCAMP1
MODULE_54	12/263	0.2886736829155	0.99862138569833	-0.6134490901406	0.00084629317909	PCNA;PRDX4;PHF5A;HMGCS1;CDH1;IMPAD1;ITGA2;CHEK1;CKS2;TYMS;MID1;SLC16A3
MODULE_19	14/314	0.29488129222938	0.99862138569833	-0.5948517437467	0.00082063692227	ZNF451;AHCYL1;RAB5C;PEG3;AKR1C1;GNG12;AGPAT2;CNN3;COBLL1;QPCT;DDIT4;ST3GAL5;TSPAN3;DDR2
GCM_NCAM1	7/128	0.21403711565136	0.99862138569833	-0.56729872343921	0.000782625727	WSB2;PEG3;MTMR9;TEAD1;PTBP2;RAN;NUDT4
MODULE_491	5/79	0.18537778845605	0.99862138569833	-0.56090334253047	0.00077380288037	ASAH1;RYBP;LAMP2;ATP6V1B2;RHOQ
MODULE_84	23/549	0.32186388983535	0.99862138569833	-0.54862827385573	0.00075686861955	CDKN1A;CEP135;NNMT;ANXA1;CAV1;FN1;SLC40A1;DUSP6;CDH1;STK17B;QPCT;DDIT4;CA4;C3AR1;RGS10;ST3GAL5;IRF8;CD48;SLC16A3;MGLL;FGFR1;CES1;ARHGEF6
MORF_EPHA7	7/140	0.27937296998813	0.99862138569833	-0.48879241085575	0.00067432112941	BMPR2;C9;IREB2;AKAP5;FOXN2;SCN2A;HIPK2
GCM_GSPT1	8/167	0.29612199370546	0.99862138569833	-0.45572522626067	0.00062870278353	PPM1B;WSB2;DHX36;RAN;EHBP1;SOCS4;C5ORF42;ATG2B
MODULE_55	34/834	0.32848133031786	0.99862138569833	-0.43790754961459	0.00060412213216	NNMT;GLYAT;C6;NFIL3;CDH1;CA4;LEFTY1;CEP135;PEG3;ANGPT1;CAV2;CAV1;AKR1C1;FN1;AKR1C3;MTHFS;IGF1;ARFGAP3;GNG12;DUSP6;UGDH;MYH2;PPP1R1A;QPCT;COL5A2;DDIT4;RGS10;CKS2;TRIM16;GCLM;CD24;MGLL;FGFR1;CES1
GNF2_CDC20	4/56	0.16961304347849	0.99862138569833	-0.42220044593437	0.00058245315438	PCNA;CKS2;TYMS;RAN
MODULE_234	4/54	0.15568154213381	0.99862138569833	-0.42063582307973	0.00058029465472	POSTN;SPARC;IGF1;FGFR1
MORF_PRKAR1A	7/142	0.29073992876015	0.99862138569833	-0.41941363750219	0.00057860856971	AHCYL1;GMFB;PRKAR1A;LAMP2;TMED2;RAC1;RAN
MODULE_45	24/583	0.34724985324439	0.99862138569833	-0.39151146646199	0.00054011569815	ASAH1;MYEF2;CEP135;RAB5C;ANXA1;MMD;DPT;IGF1;DUSP6;NFIL3;QPCT;LAMP2;CA4;RGS10;PIM1;ST3GAL5;LPXN;CD48;CD58;PRKACB;SLC16A3;CD44;SKAP2;ARHGEF6
MODULE_166	4/54	0.15568154213381	0.99862138569833	-0.38911196903214	0.00053680543436	PLEKHB2;CRY1;NMT2;RSF1
GCM_RAN	9/197	0.32491535663724	0.99862138569833	-0.38429898917144	0.00053016561357	PPM1B;BMPR2;WSB2;YIPF5;ATP6V1B2;DNAJB14;KPNA3;RAN;ATG2B
GNF2_RRM1	5/88	0.2438282915478	0.99862138569833	-0.36188468316835	0.00049924361109	PCNA;CKS2;TYMS;EIF2S1;RAN
GCM_MLL	8/173	0.32826885160586	0.99862138569833	-0.34172172848939	0.00047142749515	SENP7;TIA1;DHX36;THUMPD1;TNPO1;BPTF;ATG2B;C5ORF41
MODULE_198	13/303	0.35151618996791	0.99862138569833	-0.33223950163696	0.00045834614246	CDKN1A;JUN;HDAC2;PCNA;CBX5;LIG4;HIF1A;SAP30;HLTF;CHEK1;TNPO1;RAN;SOX4
MODULE_277	4/55	0.16259267378107	0.99862138569833	-0.32144213258112	0.000443450465	NUFIP2;CSNK1A1;SMAD5;MIB1
MORF_RAB3A	5/89	0.25061290295863	0.99862138569833	-0.30836030461169	0.00042540322692	KIT;CD3G;AKAP5;FOXN2;HIPK2
MODULE_199	4/57	0.17673799073615	0.99862138569833	-0.30428051448547	0.00041977488935	CDKN1A;KIT;DDR2;FGFR1
GNF2_RFC4	4/60	0.19869313378772	0.99862138569833	-0.29041377085584	0.00040064480874	PCNA;CKS2;TYMS;RAN
MODULE_237	4/58	0.18396281379226	0.99862138569833	-0.2836473388875	0.00039131007287	ZRANB2;DMXL1;TLK1;FOXO1
MODULE_459	18/437	0.37511593947669	0.99862138569833	-0.26206456862463	0.00036153522839	ITGB1;ANXA1;LRRN3;TFPI2;FN1;ZDHHC2;HIF1A;QKI;TMEM47;ARHGAP20;PRPF39;MMP14;KATNAL1;NFIL3;REV3L;NCOA7;IL18R1;FGFR1
MODULE_378	18/441	0.38941960004052	0.99862138569833	-0.21503055481662	0.00029664872727	ITGB1;ANXA1;LRRN3;TFPI2;FN1;ZDHHC2;HIF1A;QKI;TMEM47;ARHGAP20;PRPF39;MMP14;KATNAL1;NFIL3;REV3L;NCOA7;IL18R1;FGFR1
MODULE_176	10/230	0.36459656768751	0.99862138569833	-0.20937501017515	0.0002888465332	MYH2;ANGPT1;CAV1;QPCT;COL5A2;TFPI2;NPY1R;IGF1;WASF3;PTPRG
MODULE_220	14/333	0.370224599376	0.99862138569833	-0.19953693714197	0.00027527426741	LEFTY1;SEMA3C;ANGPT1;CD3G;IGF1;FGF1;MID1;GLI3;PTPRG;EPS8;FGF7;KIT;FGF12;DDR2
MODULE_124	5/96	0.29926897624534	0.99862138569833	-0.15139193962018	0.00020885509153	RBM3;CDK6;CCNG1;DUSP6;FGFR1
MODULE_323	4/61	0.20618910915351	0.99862138569833	-0.13688859728926	0.00018884678133	ZRANB2;FNDC3B;TACC1;ARID4B
MODULE_433	4/61	0.20618910915351	0.99862138569833	-0.12955075868392	0.0001787237526	FGF7;IGF1;FGF1;FGF12
MODULE_128	5/98	0.31345871667838	0.99862138569833	-0.11408598735274	0.00015738908815	SPARC;FTH1;FN1;C3AR1;MGLL
MODULE_317	18/446	0.40739382833472	0.99862138569833	-0.10779185634249	0.00014870592238	ITGB1;ANXA1;LRRN3;TFPI2;FN1;ZDHHC2;HIF1A;QKI;TMEM47;ARHGAP20;PRPF39;MMP14;KATNAL1;NFIL3;REV3L;NCOA7;IL18R1;FGFR1
MODULE_121	5/99	0.32058751256492	0.99862138569833	-0.0634091659491	0.00008747709549	EPS8;FGF7;AKR1C3;TSPAN3;IGF1
