nodename	color	shape	size	font_size
MAPK9	grey	circle	40	12
MAPKAPK2	grey	circle	40	12
MARK1	grey	circle	40	12
MAS1L	grey	circle	40	12
MGST1	grey	circle	40	12
MLKL	grey	circle	40	12
MLLT11	grey	circle	40	12
MRO	grey	circle	40	12
MS4A8B	grey	circle	40	12
MT1A	grey	circle	40	12
MXD1	grey	circle	40	12
MYCT1	grey	circle	40	12
NM_006628	grey	circle	40	12
NM_014445	grey	circle	40	12
NM_015092	grey	circle	40	12
NM_017694	grey	circle	40	12
NM_024666	grey	circle	40	12
NM_032623	grey	circle	40	12
NQO1	grey	circle	40	12
NRAS	lightgreen	circle	40	12
NRIP2	grey	circle	40	12
NUDT4	grey	circle	40	12
OGFRL1	grey	circle	40	12
OXR1	grey	circle	40	12
P4HA1	grey	circle	40	12
PAK3	grey	circle	40	12
PCID2	grey	circle	40	12
PCMT1	grey	circle	40	12
PCNX	grey	circle	40	12
PDIA4	grey	circle	40	12
PDIA6	grey	circle	40	12
PDLIM4	grey	circle	40	12
PEG3	grey	circle	40	12
PIR	grey	circle	40	12
PKD1L3	grey	circle	40	12
PKN2	grey	circle	40	12
PLDN	grey	circle	40	12
PLEKHA1	grey	circle	40	12
PLOD2	grey	circle	40	12
POLR3G	grey	circle	40	12
POLR3K	grey	circle	40	12
POU2F1	grey	circle	40	12
PPAPDC1A	grey	circle	40	12
PPFIBP1	grey	circle	40	12
PPIG	grey	circle	40	12
PRNP	grey	circle	40	12
PTPLAD2	grey	circle	40	12
PTX3	grey	circle	40	12
RAB9B	grey	circle	40	12
RAPGEF5	grey	circle	40	12
RARRES3	grey	circle	40	12
RASA2	grey	circle	40	12
RFTN1	grey	circle	40	12
RGS20	grey	circle	40	12
RHBDD2	grey	circle	40	12
RIF1	grey	circle	40	12
RIT1	lightgreen	circle	40	12
RORA	grey	circle	40	12
RP11-535K18.3	grey	circle	40	12
RSE_00000203274	grey	circle	40	12
RSE_00000807432	grey	circle	40	12
RTF1	grey	circle	40	12
SARDH	grey	circle	40	12
SCAMP1	grey	circle	40	12
SCN3B	grey	circle	40	12
SDF2L1	grey	circle	40	12
SEMA4D	grey	circle	40	12
SEMA6D	grey	circle	40	12
SERPINA3	grey	circle	40	12
SERPINH1	grey	circle	40	12
SERTAD1	grey	circle	40	12
SHC1	grey	circle	40	12
SIAE	grey	circle	40	12
SKAP2	grey	circle	40	12
SLC39A14	grey	circle	40	12
SLC9A9	grey	circle	40	12
SMARCA1	grey	circle	40	12
SMCHD1	grey	circle	40	12
SNAP91	grey	circle	40	12
SNCA	grey	circle	40	12
SNX22	grey	circle	40	12
SOS1	lightgreen	circle	40	12
SPAG1	grey	circle	40	12
SPARCL1	grey	circle	40	12
SREBF2	grey	circle	40	12
SRPK2	grey	circle	40	12
SSTR1	grey	circle	40	12
STAG2	grey	circle	40	12
SYT1	grey	circle	40	12
TBC1D9	grey	circle	40	12
TBR1	grey	circle	40	12
TCEAL6	grey	circle	40	12
TMEM132B	grey	circle	40	12
TNFAIP8	grey	circle	40	12
TNFRSF10D	grey	circle	40	12
TOMM20	grey	circle	40	12
TPST1	red	circle	120	36
TRAF3IP2	grey	circle	40	12
TRMT5	grey	circle	40	12
TTR	grey	circle	40	12
TUBB2B	grey	circle	40	12
TXNDC13	grey	circle	40	12
TXNRD1	grey	circle	40	12
UBE2V2	grey	circle	40	12
UHMK1	grey	circle	40	12
UPP1	grey	circle	40	12
VASP	grey	circle	40	12
VEGF	grey	circle	40	12
X75685	grey	circle	40	12
XBP1	grey	circle	40	12
XM_172410	grey	circle	40	12
XM_209936	grey	circle	40	12
XM_210231	grey	circle	40	12
XM_211811	grey	circle	40	12
YWHAH	grey	circle	40	12
ZDHHC21	grey	circle	40	12
ZNF124	grey	circle	40	12
ZZEF1	grey	circle	40	12
