nodename	color	shape	size	font_size
PCBP2	grey	circle	40	12
PCMTD2	grey	circle	40	12
PCTP	red	circle	120	36
PDE6H	grey	circle	40	12
PHC1	grey	circle	40	12
PHC2	grey	circle	40	12
PHF20L1	grey	circle	40	12
PIGN	grey	circle	40	12
PINK1	red	circle	120	36
PLAC8L1	grey	circle	40	12
PLAUR	grey	circle	40	12
PLEKHF2	grey	circle	40	12
PNPLA2	grey	circle	40	12
POLK	grey	circle	40	12
PPIP5K2	grey	circle	40	12
PPM1D	grey	circle	40	12
PPP2R1B	grey	circle	40	12
PPP2R2A	grey	circle	40	12
PPP6C	grey	circle	40	12
PPTC7	grey	circle	40	12
PRDM2	grey	circle	40	12
PRDX3	grey	circle	40	12
PRKCI	grey	circle	40	12
PRPF18	grey	circle	40	12
PSMD12	grey	circle	40	12
PSMD5	grey	circle	40	12
PTGS2	grey	circle	40	12
PTP4A1	grey	circle	40	12
PTP4A2	grey	circle	40	12
PTPN11	lightgreen	circle	40	12
PTPN12	grey	circle	40	12
PTPRE	grey	circle	40	12
RAB11B	grey	circle	40	12
RAB14	grey	circle	40	12
RAB39B	grey	circle	40	12
RAB8B	grey	circle	40	12
RAF1	lightgreen	circle	40	12
RAP1GAP2	grey	circle	40	12
RAP2B	grey	circle	40	12
RAPGEF2	grey	circle	40	12
RBM15	grey	circle	40	12
RBM5	grey	circle	40	12
RBM7	grey	circle	40	12
RC3H1	grey	circle	40	12
REM2	grey	circle	40	12
RFX7	grey	circle	40	12
RGL3	grey	circle	40	12
RIT1	lightgreen	circle	40	12
RMI1	grey	circle	40	12
RNF130	grey	circle	40	12
RNPC3	grey	circle	40	12
RP2	grey	circle	40	12
RPGRIP1	grey	circle	40	12
RPS16P5	grey	circle	40	12
RTN4	grey	circle	40	12
SAMD8	grey	circle	40	12
SAP30L	grey	circle	40	12
SBF2-AS1	grey	circle	40	12
SCP2	grey	circle	40	12
SEH1L	grey	circle	40	12
SELT	grey	circle	40	12
SERINC1	grey	circle	40	12
SESN2	grey	circle	40	12
SHOC2	lightgreen	circle	40	12
SIAH1	grey	circle	40	12
SLA	grey	circle	40	12
SLC16A1	grey	circle	40	12
SLC22A1	grey	circle	40	12
SLC25A33	grey	circle	40	12
SLC25A34	grey	circle	40	12
SLC25A43	grey	circle	40	12
SLC25A51	grey	circle	40	12
SMARCC1	grey	circle	40	12
SMEK2	grey	circle	40	12
SNRK-AS1	grey	circle	40	12
SNRNP27	grey	circle	40	12
SNX27	grey	circle	40	12
SNX3	grey	circle	40	12
SNX6	grey	circle	40	12
SORL1	grey	circle	40	12
SOS1	red	square	120	36
SOS2	lightgreen	circle	40	12
SP3	grey	circle	40	12
SPAG9	grey	circle	40	12
SPATA1	grey	circle	40	12
SPATA13	grey	circle	40	12
SPCS3	grey	circle	40	12
SPRY3	grey	circle	40	12
SPTLC1	grey	circle	40	12
SRFBP1	grey	circle	40	12
SRRM1	grey	circle	40	12
SSR1	grey	circle	40	12
SSR3	grey	circle	40	12
ST3GAL6	grey	circle	40	12
STAG2	grey	circle	40	12
STARD3NL	grey	circle	40	12
STAT3	grey	circle	40	12
STK19	grey	circle	40	12
STK40	grey	circle	40	12
STT3A	grey	circle	40	12
STX3	grey	circle	40	12
SULF2	grey	circle	40	12
SVIL	grey	circle	40	12
SYNC	grey	circle	40	12
TAB2	grey	circle	40	12
TAF13	grey	circle	40	12
TBC1D30	grey	circle	40	12
TCEA1	grey	circle	40	12
TCP11L2	grey	circle	40	12
TET2	grey	circle	40	12
TFCP2	grey	circle	40	12
TGIF1	grey	circle	40	12
THAP1	grey	circle	40	12
THOC7	grey	circle	40	12
TLN1	grey	circle	40	12
TM2D1	grey	circle	40	12
TMCC1	grey	circle	40	12
TMCC3	grey	circle	40	12
TMEM14A	grey	circle	40	12
TMEM167B	grey	circle	40	12
TMEM170A	grey	circle	40	12
TMEM200B	grey	circle	40	12
TMEM230	grey	circle	40	12
TMEM30A	red	circle	120	36
TMEM64	grey	circle	40	12
TMEM88	grey	circle	40	12
TNPO1	grey	circle	40	12
TP53INP2	grey	circle	40	12
TPM3	grey	circle	40	12
TRA2B	grey	circle	40	12
TRAPPC10	grey	circle	40	12
TSC22D4	grey	circle	40	12
TSPAN31	grey	circle	40	12
UBE2C	grey	circle	40	12
UBE2G1	grey	circle	40	12
UBE2H	grey	circle	40	12
UBE2M	grey	circle	40	12
UBXN7	grey	circle	40	12
USP10	grey	circle	40	12
USP32	grey	circle	40	12
VEZF1	grey	circle	40	12
VNN3	grey	circle	40	12
WDR26	grey	circle	40	12
WHSC1L1	grey	circle	40	12
WIPF2	grey	circle	40	12
WWP1	grey	circle	40	12
XRCC5	grey	circle	40	12
YIPF4	grey	circle	40	12
YPEL3	grey	circle	40	12
ZBTB37	grey	circle	40	12
ZDHHC17	grey	circle	40	12
ZFAND3	grey	circle	40	12
ZFR	grey	circle	40	12
ZKSCAN1	grey	circle	40	12
ZMIZ1	grey	circle	40	12
ZMYND15	grey	circle	40	12
ZNF117	grey	circle	40	12
ZNF217	grey	circle	40	12
ZNF252P	grey	circle	40	12
ZNF281	grey	circle	40	12
ZNF33A	grey	circle	40	12
ZNF701	grey	circle	40	12
ZNF763	grey	circle	40	12
ZNF765	grey	circle	40	12
ZRANB1	grey	circle	40	12
ZSCAN16	grey	circle	40	12
ZSCAN30	grey	circle	40	12
ZXDC	grey	circle	40	12
