nodename	color	shape	size	font_size
SSH1	grey	circle	40	12
SYPL1	grey	circle	40	12
TBC1D1	grey	circle	40	12
TBC1D12	grey	circle	40	12
TBC1D22B	grey	circle	40	12
TCP11L2	grey	circle	40	12
TFDP1	grey	circle	40	12
THEM4	grey	circle	40	12
TMEM86B	grey	circle	40	12
TMOD3	grey	circle	40	12
TPM4	grey	circle	40	12
TRIM25	grey	circle	40	12
TRMT13	grey	circle	40	12
UFL1	grey	circle	40	12
USP47	grey	circle	40	12
VPS13C	grey	circle	40	12
WEE1	grey	circle	40	12
WWP1	grey	circle	40	12
YPEL3	grey	circle	40	12
ZBED1	grey	circle	40	12
ZBED6	grey	circle	40	12
ZC3H11A	grey	circle	40	12
ZFAND6	grey	circle	40	12
ZMYND8	grey	circle	40	12
ZNF252P	grey	circle	40	12
ZNF763	grey	circle	40	12
