source target
PRKACB RBM18
PRKACB C14orf129
PRKACB MTMR6
PRKACB MBNL2
PRKACB GPR137C
EPM2AIP1 RIOK3
EPM2AIP1 CDC14B
IGFBP5 GAS1
CFHR1P PROS1
KLF9 TSC22D3
KLF9 TSC22D1
CFB TNXB
CFB TCN2
CFB CLEC2B
RAD54L RRM2
RAD54L AL833413
C11orf9 Contig29226_RC
C11orf9 Contig24252_RC
C11orf9 PCTK3
C11orf9 C10orf90
C11orf9 CAPN3
C11orf9 ABCA2
C11orf9 HSS00185615
C11orf9 SLCO3A1
KCNA4 AK5
KCNA4 CCDC65
KCNA4 C9orf62
Contig57822_RC LPP
Contig46578_RC SOS1
TTLL11 SIX4
TTLL11 GPD1
TTLL11 CYB561D2
TTLL11 NM_152714
TTLL11 IGFL2
SLC25A4 CBLN1
SLC25A4 TMEM65
SLC25A4 AQP11
SLC25A4 OXGR1
SLC25A4 hCT2264752
Contig43791_RC TGFB2
Contig43791_RC FGFRL1
SEMA3B AK022398
SEMA3B HAPLN2
SEMA3B TJAP1
AK001020 Contig23404_RC
AK001020 NPAS3
AK001020 GRAMD3
AK001020 IGSF4
SLC22A18AS SLC22A18
Contig33762_RC RP11-144G6.7
DNAJA1 FKBP4
DNAJA1 ARMET
DNAJA1 ZNF557
MSN CAPG
MSN YBX1
MSN hCT2328582
GBP2 CFB
GBP2 CFI
GBP2 IRF1
Contig6273_RC SPINK2
RGS17 ZBTB44
RGS17 HOMER1
RGS17 Contig40959_RC
Contig38388_RC Contig45464_RC
Contig38388_RC CHRDL2
Contig38388_RC CSPG5
Contig38388_RC MMD2
Contig38388_RC ROPN1B
Contig38388_RC SLC6A1
TANC2 Contig37117
SALL1 CHD7
FAM125B RASGRP3
FAM125B NM_017842
FAM125B C21orf130
FAM125B HSS00001922
C3orf14 NKIRAS1
TF XM_212411
HNF4G EREG
SLMAP INTS8
SLMAP UBR1
SLMAP CCDC132
ARHGDIB RNASET2
HSPA1A HSPA1B
HSPA1A HSS00020921
PLXNA2 ZNF138
PGM2 ABCC4
PGM2 SKIL
PRKAR2B XK
RIOK3 HIGD1B
TPBG AF052115
TPBG C19orf18
TPBG PSMA4
PDZRN4 RPRM
PIPOX C16orf74
PIPOX BC037912
IFNGR1 PDK4
Contig49670_RC Contig26081_RC
Contig49670_RC GJA7
Contig49670_RC FGD6
TEAD4 PIM1
TEAD4 ANGPT2
TEAD4 PTP4A3
TEAD4 RAB25
TEAD4 EZH2
TEAD4 CISH
TEAD4 BACE2
TEAD4 AK023752
ATP6V1A GABRG2
ATP6V1A TXNDC13
ATP6V1A OXR1
Contig38542_RC AL049279
Contig23338_RC BC039382
ERBB2 MDK
SIX4 WDR76
ARMETL1 HSS00342343
NR4A2 PRR15
Contig45911_RC RPS6KA5
Contig45911_RC PCDHB4
PNOC NMU
PNOC KCNK3
PNOC LGI2
PNOC RP13-102H20.1
PNOC CORT
PNOC XM_173029
PCNA PNPT1
PCNA CXCL5
PCNA hCT1643619.3
AKR1B10 AL110201
GMPS PSME4
AF038190 AK057857
AF038190 AK054829
GNAQ SLMAP
GNAQ EGLN1
GNAQ SPAG9
GNAQ CCDC6
GNAQ ATF2
GNAQ LIN7C
RPL12 NUSAP1
RPL12 TPM1
RPL12 hCT1771897.1
RPL12 CEP250
ENPP2 CA2
ENPP2 PLP1
ENPP2 GPR37
ENPP2 TMEM144
ENPP2 GCLC
ENPP2 UGT8
ENPP2 FRMD4B
ENPP2 SHROOM4
ENPP2 SLAIN1
NEUROD1 Contig9229
NEUROD1 GPR83
Contig35884_RC LRRC55
Contig35884_RC FILIP1
Contig35884_RC C6orf190
Contig35884_RC HSS00256627
AMPD1 Contig36977_RC
AMPD1 XM_173164
STON2 AKR1C3
STON2 RAB31
STON2 GPT2
STON2 HSS00382749
Contig37046_RC ATP4B
Contig37046_RC FNDC1
Contig37046_RC ADRA1A
Contig37046_RC BC038729
PROCR CCL14
STC1 KIAA0040
STC1 BC017428
STC1 PDLIM4
AGT GPC5
AGT AK098198
ZDHHC9 OLIG2
LRRC54 FZD2
LRRC54 NM_175884
RP11-50D16.3 DUSP19
RP11-50D16.3 HSS00209331
RP11-50D16.3 PTBP2
FABP6 ENST00000288061
AL080093 NM_052871
MDFI MYL4
F13A1 TGFBI
LRRC32 EMP2
LRRC32 GJA4
LRRC32 SOX7
LRRC32 IER3
HRASLS3 AK026295
LMO3 Contig40464_RC
AK000802 DIXDC1
AK000802 AK056840
PTAR1 FBXO30
PTAR1 DDIT4L
LYSMD3 Contig48799_RC
LYSMD3 CCNG1
LYSMD3 MTF2
CA1 KRT1
ACAA2 NM_032723
ACAA2 TUBB2B
ACAA2 hCT2262086
ACAA2 EPHX2
NFIL3 GPR44
NFIL3 PPP2R3B
CAPZA2 YIPF5
CAPZA2 AB040883
CAPZA2 hCT1640487.2
CBLN4 EGR3
CBLN4 FAM40B
CBLN4 NM_153214
CBLN4 KHDRBS2
CBLN4 BC037880
BTC HSS00014186
LAT2 PSCD4
LAT2 RGS19
LAT2 HCK
LAT2 LAPTM5
LAT2 CD300A
LAT2 HSS00001998
LAT2 SLC2A5
COPZ2 AL110206
PDGFRA COL9A1
PDGFRA BCHE
DLG7 KNTC2
DLG7 NPPB
DLG7 FOXA2
KCNJ3 C9orf4
KCNJ3 RP11-506K6.3
AL109716 KCNJ16
AL109716 HSS00082598
AL109716 RXRG
SEC23A LIG4
SEC23A NM_017910
SEC23A SCN1A
SEC23A SGPP1
RABEP1 GLIPR1
PCDH17 NM_014549
UPP1 AF088019
HTR2A ROCK2
HTR2A HSS00378652
SERPINB2 WWC1
SHC1 MIDN
SHC1 AK092108
Contig16983_RC IL17A
Contig16983_RC HSS00094537
Contig11274_RC CA5BL
Contig11274_RC hCT1848841.2
RANBP5 NME7
ANXA3 MATN3
Contig26835_RC Contig20749_RC
TMSB4Y TTTY15
PPAP2C TBC1D2
PPAP2C VEZF1
PPAP2C MYO1E
PPAP2C BOK
BST2 APOL3
BST2 PARP12
DYNLT1 PCP4L1
ADSS TMEFF1
ADSS IMPAD1
ADSS Contig54295_RC
ADSS VLDLR
ADSS C14orf126
ADSS ELK1
ADSS NM_199338
CASP6 Contig23853_RC
CASP6 Contig41852
CASP6 HELB
Contig54540_RC TNPO1
Contig40464_RC SCG3
CD44 HERC5
CD44 AK021549
CD44 CHI3L2
CD44 WDR49
CD44 MARCH3
IGFBP2 NM_001003682
PON2 HADHB
PON2 GPR137B
PICALM ENST00000296018
FZD3 SLC39A10
FZD3 Contig42161_RC
FZD3 BMPR2
M6PRBP1 hCT2270866
ID4 CAMTA1
ITGB2 LILRA2
SLPI MUC4
SLPI hCT1955556
CUTL2 FAM78B
CUTL2 NEUROD1
CUTL2 NM_138339
CUTL2 HS6ST3
CUTL2 ANKRD43
CUTL2 AK094533
SART2 CD58
SART2 Contig28226_RC
SART2 SP1
SART2 NM_032802
RPS3A RSE_00000647539
RPS3A hCT20524.3
EGR1 EGR2
EGR1 NR4A1
EGR1 AK058002
EGR1 NR4A3
Contig46881_RC Contig42006_RC
SERPINH1 BCL6B
SERPINH1 SNHG3
PCDHA9 PCDHA8
NM_018590 XM_210054
STAT1 SERPINI2
MMD ZNF654
MMD SPSB2
MMD AL832540
TRIM59 RASGRP3
TRIM59 HRASLS3
TRIM59 ZNF536
TRIM59 DEPDC7
NETO2 HAPLN1
NETO2 CCDC4
Contig43527 RGS22
Contig43527 HSS00257518
Contig35596_RC ENST00000295549
PAK3 CAP2
PAK3 Contig15728_RC
PAK3 GLRA2
PAK3 JPH1
PAK3 NAV3
PAK3 BC035737
TMEM16B AK057093
TMEM16B AK057923
TMEM16B hCT2286560
ANK2 UNC13C
ANK2 AK056929
PTPRZ1 HSS00011372
PTPRZ1 ELP4
C20orf28 Contig42274_RC
C20orf28 CA4
C20orf28 BEST3
C20orf28 BC015129
C20orf28 HSS00106140
Contig47262_RC Contig43664_RC
LASS2 RNF130
LASS2 ADAMTS4
RGS7BP ATP2B1
RGS7BP EPHA4
RGS7BP CDH8
RGS7BP AF019618
RGS7BP LONRF2
RGS7BP GABRA1
RGS7BP TSPAN5
RGS7BP BMPR2
RGS7BP NM_024969
RGS7BP CREG2
RGS7BP ANKH
RGS7BP ANKRD20B
Contig19733_RC Contig40149_RC
Contig19733_RC AF085861
Contig19733_RC AF086283
Contig19733_RC PTBP2
ARL5B HSP90B1
ARL5B NM_032285
PTPN3 KRT81
PTPN3 XM_209601
PTPN3 BC040634
DCAMKL1 ATP1B1
DCAMKL1 SERPINI1
DCAMKL1 SMPX
DCAMKL1 Contig52681_RC
DCAMKL1 TBR1
DCAMKL1 C19orf30
DTNA BC001980
STEAP3 TUBAL3
STEAP3 ASF1B
CH25H CCL8
SBNO2 FAM70B
SBNO2 TMEM149
SBNO2 LDLR
PCMT1 STMN2
PCMT1 HSS00264213
BHLHB2 ANKRD37
CRYM ZCCHC12
CRYM SLC4A8
CRYM BC040975
CRYM hCT16112.2
TMED10 BTG3
TMED10 NEDD1
TMED10 X97444
TMED10 CFC1
TMED10 REEP3
TMED10 GALNT9
TMED10 TCERG1L
TMED10 C14orf147
TMED10 CLN5
TMED10 HIST2H3A
SUSD4 SIDT1
ST18 COL4A5
ST18 C20orf169
ST18 C10orf128
ST18 LGR5
ST18 PXK
ST18 BACE1
ST18 AF088013
ST18 AK056724
ST18 hCT1970992.1
DIO2 Contig38388_RC
DIO2 HSS00250841
AL049279 C21orf34
AL049279 AK023526
AL049279 X75685
AL049279 MARCH6
AL049279 hCT1769654
ADAMTS1 Contig4595
Contig42161_RC BC003629
KCNK1 DLEU7
DMBT1 FAM77C
DMBT1 GREM1
PRDX6 SLC16A9
PRDX6 STK33
PRDX6 BCAR3
PRDX6 AK092579
CCDC19 HOXB5
CCDC19 ENST00000278205
COL3A1 LUM
COL3A1 PDE5A
COL3A1 ASPN
COL3A1 MFAP4
COL3A1 NM_153225
HRSP12 ACBD7
IGHA1 HSS00371905
KCNQ1OT1 HSS00327746
RASAL1 TMEM151
RBM9 NM_006477
RBM9 CCDC87
RBM9 TUBB2A
RBM9 LRTM2
RBM9 BC041476
Contig45549_RC CKMT2
Contig45549_RC ZMYND12
PLP1 SCD
PLP1 APBB2
ITM2A ABCG2
LIFR Contig44269_RC
SLC25A27 C10orf11
AL049449 CLK1
NM_014392 SNURF
NM_014392 BC032017
MYBL2 DLG7
MYBL2 DEPDC1
MYBL2 TFCP2L1
MYBL2 ASCC3
Contig18967_RC AK000797
Contig18967_RC MEG8
Contig14284_RC AY007089
Contig14284_RC HSS00020549
MAPK8 DLK1
GPR37 MOBKL2B
GPR37 HSPA2
GPR37 NM_175922
GPR37 MAG
MMP23B hCT31701.2
ADAM12 MMP14
PLAC8 GPR65
Contig40744_RC ZFHX1B
Contig40744_RC CCDC99
Contig40744_RC HSS00041439
Contig40744_RC HSS00382992
LUM HMCN1
VIM RSE_00000602448
PDE1A RUFY3
ZNF638 Contig29016_RC
ZNF638 TRPM7
ZNF638 NM_032599
Contig32990_RC Contig36928
Contig32990_RC AK024927
MEF2C HLF
Contig8977_RC NT5C
Contig8977_RC NM_032763
Contig8977_RC JRKL
Contig8977_RC AL390163
CDKN3 IGF2BP3
CDKN3 FMO3
BCAT1 SLC38A1
Contig26278_RC TFEC
FOLH1 CFTR
SACS SMARCA3
SACS RAB12
SACS PLEKHA1
MCF2 CADPS
SHE AK056136
RASSF2 OLIG2
RASSF2 EDG2
RASSF2 FGF1
TFF2 OPRD1
TFF2 TSPAN18
TFF2 HSS00216107
GABBR2 SULT4A1
MGP Contig25944_RC
MGP NM_014890
MGP HSS00178724
Contig34504_RC ACSL6
Contig34504_RC AL137425
CD302 EPS8
CD302 Contig57822_RC
CD302 Contig56026_RC
CD302 LPP
CD302 CYBRD1
Contig46178_RC AL049450
GNG2 HIVEP2
GNG2 C1QL3
GNG2 SYNJ1
GNG2 UBL4A
Contig48208_RC PFKFB3
Contig48208_RC LYN
Contig48208_RC SLC43A3
Contig48208_RC PDPN
DYNLT3 Contig57230_RC
DYNLT3 NDUFA5
DYNLT3 MAP9
DSTN DCDC2
Contig48799_RC MYBL1
Contig48799_RC MLL3
Contig48799_RC ATF1
Contig48799_RC FAM76B
HTRA1 S100A1
HTRA1 DIRC2
HTRA1 ACSS1
LCP1 ITGB2
LCP1 PLCG2
LCP1 C1QA
LCP1 NCF4
TPM2 MYL9
HPSE HSS00057998
Contig27391_RC CLEC9A
CPE PMS2L1
CPE PCDHB11
TXNIP PDGFRL
ANGPT1 SRPX
ANGPT1 COL4A6
ANGPT1 ABI3BP
Contig14375_RC AK024517
AURKB E2F7
AURKB C14orf115
AURKB C15orf42
PTPN4 RABEP1
PTPN4 KPNA3
PTPN4 STXBP6
PTPN4 C11orf46
PTPN4 PILRB
PTPN4 NR1D2
PTPN4 ANKRD32
PTPN4 C17orf65
PTPN4 AK074580
PTPN4 ZNF252
PTPN4 hCT1646611.2
SNX22 GPR17
ADRBK2 NM_153016
ADRBK2 ENTPD3
GNG12 PMP2
GNG12 DBI
ZMYM5 TEKT3
ZMYM5 hCT1818343.1
CNTN3 NM_145809
RGS2 hCT1971424.1
RGS2 COL20A1
Contig47297_RC DIO3
AOC3 CCL19
AOC3 S100A4
RNASE2 OR7A5
POLI LARS
POLI PLXDC1
TFAP2C HPSE
TFAP2C ACOT6
TFAP2C NM_001001703
IDI1 Contig13458_RC
IDI1 HMGCS1
IDI1 RFC3
IDI1 AK091765
IDI1 SC4MOL
Contig43380_RC PSME4
Contig43380_RC HSS00257342
SCN2B PLA2G1B
PRR11 C1orf97
PRR11 MCM2
ZFP36 ADAMTS1
ZFP36 CXCL2
ZFP36 FOS
ZFP36 IL8
ZFP36 CDKN1A
ZFP36 IER3
RNF126P1 C22orf29
RNF126P1 CHST13
LMNB1 RAC3
LMNB1 BRIP1
LMNB1 RIT1
EPAS1 ROBO4
EPAS1 AK090694
EML2 U2AF1
KIAA1598 KIF6
CD86 IL18
CD86 HLA-DMB
CD86 CYBB
CD86 B3GNT5
CD86 DOCK2
CD86 C3AR1
CD86 COL8A2
VAMP3 PPIF
VAMP3 QKI
VAMP3 PICALM
VAMP3 hCT1832870.2
MRPL19 ZNF718
CA10 CALB1
CA10 GNG3
CA10 ENST00000277146
CA10 ELMOD1
SYNGR3 CLSTN3
SYNGR3 KCNQ2
SYNGR3 THY1
IFITM2 TIMP1
AL137342 EVI2A
AL137342 PSEN1
AL137342 UGT8
AL137342 FA2H
AL137342 SLC22A15
AL137342 hCT1970992.1
CYS1 Contig51068_RC
CYS1 NM_032592
CYS1 NEBL
GDAP1 TANC2
GDAP1 AF130062
GDAP1 hCT1641762.3
AK3L1 AK3L2
MARVELD3 HOXB2
MARVELD3 BIRC7
KIAA0774 LIMS1
KIAA0774 CHRNA7
KIAA0774 CAMK1D
Contig38566_RC ALOX15
PREI3 BCAT1
PREI3 C4orf16
PREI3 CKAP2
PREI3 hCT1970967
FXYD1 ATP1B2
FXYD1 FGFR3
FXYD1 NTSR2
IFI44 IFIH1
IFI44 IFI44L
MAP2K1 NIPSNAP3B
Contig36432_RC NEDD1
GPR65 CIITA
GPR65 NM_018594
VIP TAC3
VIP NM_177964
VEGF Contig63649_RC
AQP1 SERPINA3
AQP1 CSRP2
AQP1 CHST6
TRPM4 CCDC105
ATP2B1 Contig20914_RC
ATP2B1 PLCB4
ATP2B1 C1orf71
ATP2B1 DNMT3B
ATP2B1 XM_104054
Contig41852 AK096487
UNG2 hCT1971397
Contig40239_RC AK056146
CD84 TLR7
F3 RAB34
TNFRSF1B LRRC32
TNFRSF1B TCIRG1
TNFRSF1B EVI1
TNFRSF1B HLX1
CDC40 SLC2A14
CDC40 SLC3A1
ISG20 AK027191
FBXO9 NME5
FBXO9 LGI4
FBXO9 AK055026
CRHBP NPY
BCAS1 C7orf41
SLC16A9 FOXO1A
TIMP1 HSPB1
TIMP1 C1S
TIMP1 SOD2
TIMP1 SERPING1
TIMP1 ID3
TIMP1 PML
TIMP1 CSDA
DLEC1 C10orf105
DLEC1 C21orf82
DLEC1 GALR1
Contig30032_RC THSD7A
Contig30032_RC hCT2292839
OXCT1 RASGRP1
OXCT1 CLUL1
OXCT1 B3GALT2
TK1 AF088005
ROM1 PGAM2
ROM1 C4A
Contig47895_RC GTF3C4
IGF2BP3 XM_087553
Contig26837_RC FBXL17
PIM1 PDIA5
TAC1 GAD2
S100A11 LCP1
S100A11 LILRB2
S100A11 CTSC
S100A11 ARPC1B
S100A11 FXYD5
S100A11 NM_032802
S100A11 LHFPL2
S100A11 SLFN11
S100A11 hCT1764595.2
PAQR9 FAM119A
LHX3 PLA2G1B
CTDSP1 TNS1
CTDSP1 TLN1
TPD52L1 GIYD2
TPD52L1 AK093817
Contig35608_RC DLEU2L
Contig35608_RC AL833045
Contig35608_RC BC035108
HPRT1 TUSC3
HPRT1 NAP1L3
EBI2 MRC1
EBI2 FGL2
EBI2 RGS1
EBI2 IL10
Contig46244_RC FCGBP
Contig46244_RC ABCC12
Contig46244_RC BMF
Contig46244_RC RNASE3
Contig46244_RC TMC8
Contig46244_RC PTPN7
Contig46244_RC SLC2A9
EPHA4 AK096481
ELOVL7 MATN3
HCG18 BC029578
PLK4 BRCA2
PLK4 CLDN3
TTK NM_173553
TTK KIFC1
INDO LIN28
INDO AK092578
Contig31525_RC MIRN101-1
Contig31525_RC RNF125
CXCL10 CXCL11
SMYD2 DPY19L1
SMYD2 CORO2A
EGR4 LBH
ACTR2 ENST00000295003
ACTR2 PLDN
ACTR2 PLA2G7
ATP1B2 GPR56
NFE2 PPBPL2
HMHA1 NM_017723
GIMAP5 HYAL1
CUEDC1 PCBP4
GNMT SIM2
Contig48021_RC TMEM158
Contig11065_RC RAB11FIP5
C10orf116 AHNAK
C10orf116 IGFBP7
KPNA3 EBPL
PSCD4 Contig25744_RC
PSCD4 UCP2
SFRS16 EML2
SFRS16 RRBP1
SFRS16 ADAM15
SFRS16 MALAT1
SFRS16 NM_138470
SFRS16 AL117451
KIF1C MLLT7
KIF1C ANKRD40
KIF1C MAP4
GLIS3 Contig39389_RC
GLIS3 HSS00233865
Contig33979_RC FOXJ1
Contig33979_RC NM_024846
MAP3K8 INSM1
CYR61 Contig33039_RC
BVES C9orf150
BVES HSS00166296
KCNQ1OT1 Contig63625_RC
KCNQ1OT1 AK023687
NOL4 CASQ1
NOL4 Contig39732_RC
NOL4 KCNJ6
TLE4 Contig45469_RC
TLE4 TTLL7
TLE4 ZDHHC20
TLE4 BC038570
TLE4 PLAC9
Contig26975_RC DENND2C
Contig26975_RC hCT9895.2
ANLN AF052174
ANLN C21orf131
ANLN KIAA1324L
ANLN TBC1D12
CDH8 hCT1820165
Contig10575_RC HSS00131287
Contig10575_RC AF085958
ZFHX1B hCT2325910
CSTA NM_016653
HRK Contig50883_RC
HSD17B7 Contig27113_RC
CYP39A1 HSS00018228
KRT18 CCNB2
KRT18 NM_173624
KRT18 IGF2BP2
KRT18 hCT1774108.1
SALL3 ASCL1
PCDH8 CUTL2
PCDH8 HPCAL1
PCDH8 C20orf103
Contig45799 AL137376
BTBD5 AK023601
BTBD5 RASA2
BTBD5 CEP290
UBE2W HSS00182221
NT5E Contig46677_RC
LSM8 RPL22L1
LSM8 CCDC5
HLA-DMB CYTL1
HLA-DMB FOLR2
Contig46789_RC BC022395
BTBD1 TMED2
BTBD1 hCT1970898.1
SPOCK3 EDIL3
SPOCK3 Contig53703_RC
SPOCK3 AF085983
RGS4 C6orf115
RGS4 ST8SIA3
RGS4 NBEA
RGS4 REEP1
Contig26627_RC Contig8581_RC
ZBTB16 EMILIN3
ZBTB16 EEF2K
ZBTB16 DGKG
ZBTB16 C16orf30
ZBTB16 NM_173512
ZBTB16 HSS00304956
CD74 ARHGDIB
CD74 SLC15A3
CD74 HLA-DOA
CD74 HLA-DRB4
CD74 HLA-DRA
Contig46242_RC ARSJ
Contig46242_RC DARS
ACTA1 RSE_00000613195
HOXB2 Contig34989_RC
HOXB2 Contig45090_RC
TP53I11 CDON
Contig45303_RC SLCO1A2
Contig24024_RC Contig29788_RC
Contig24024_RC AF086007
SORBS1 Contig46595_RC
NM_019000 ENPP4
AL049423 AK001020
AL049423 IPW
AL049423 SASH1
AL049423 ZFHX4
AL049423 MEGF10
AL049423 Contig4539
AL049423 PLEKHA7
AL049423 MYO10
AL049423 PRSS16
AL049423 YES1
SST CRHBP
SST CORT
S100A10 CCDC80
EEF1E1 C12orf5
EEF1E1 FST
EEF1E1 HSS00078420
TRAPPC2L FLT3
TRAPPC2L NIT2
TRAPPC2L HMBOX1
TRAPPC2L AL832696
BBOX1 ID4
BBOX1 ENST00000299144
BBOX1 HEPH
CAP2 FABP3
CAP2 GABRA1
CAP2 AL133109
PTPLAD1 RSL1D1
BCAP29 KIRREL
BCAP29 TRAPPC2L
BCAP29 ANK3
BCAP29 CENPP
BCAP29 RINT1
BCAP29 RAB3C
BCAP29 GUF1
BCAP29 COX7A2L
NPM1 CCT6A
NPM1 ENST00000295906
NPM1 ENST00000295072
NPM1 SNORD44
CRTAM CXCL9
PSME4 NCAPH
FOXF1 DLL4
FOXF1 AK097312
F10 CLEC3B
F10 USP53
F10 IGF2AS
PRPS2 AMDHD1
PRPS2 OXR1
PRPS2 hCT2310901
Contig40549_RC HSS00058055
COL4A5 SH3TC2
DAB2 CTGF
HMGA2 CDC20
MVP STAT5A
LILRB4 AK056999
LILRB4 HSS00164826
FHL2 TPP1
FHL2 VIT
FHL2 EID3
NEO1 CDH20
ASPA CLCA2
EMP2 COLEC12
AL137734 XM_212535
AL137734 AK093957
HSPA1B DNAJB1
RAB31 FTL
RAB31 NM_006025
SOX2OT RP11-50D16.3
SOX2OT HSS00128455
HSPB1 SHC1
