source	target
hCT1820165	UBA52
hCT1970878.1	ENST00000285289
hCT1970878.1	CCNH
hCT1970878.1	ATF7IP2
hCT1970878.1	hCT2327428
hCT1970878.1	C9orf72
hCT1970878.1	CDC42
hCT2275841	FBXL19
hCT2275841	ANXA6
hCT2275841	ENST00000284857
hCT2275841	Contig40647_RC
hCT2275841	AP2B1
hCT2275841	ENST00000229384
hCT2275841	NELF
hCT2327428	XM_092681
hCT2327428	ENST00000301820
hCT2327428	XM_115995
HVCN1	Contig10575_RC
HVCN1	SRGAP1
ISOC2	PTK7
KCNA6	VGCNL1
KCNIP4	B3GALNT1
KCNIP4	GUCY1B3
KCNIP4	PRKAG2
KCNIP4	CACNB2
KCNIP4	C12orf29
KCNIP4	FGF14
KCNIP4	B4GALT6
KCNIP4	C20orf133
KCNIP4	NRG3
KCNIP4	SOSTDC1
KCNJ6	RNF150
KCNK2	C9orf94
KCNK2	C8orf34
LCOR	Contig36432_RC
LCOR	CUL5
LCOR	ZBTB44
LCOR	BTBD5
LCOR	Contig52814_RC
LMNB1	RAC3
LMNB1	BRIP1
LMNB1	RIT1
MAP2K1	NIPSNAP3B
MAP3K11	CDS1
MCF2	CADPS
NAPB	CADPS
NAT12	ENST00000296609
NECAP2	TRIM48
NECAP2	PLEKHA7
NECAP2	GALNT10
NECAP2	TRIP6
NECAP2	TP53
NECAP2	CPT2
NECAP2	ABHD4
NELF	ZNF124
NELF	CLPTM1
NELF	NM_024888
NELF	CAMK2A
OXCT1	RASGRP1
OXCT1	B3GALT2
OXCT1	CLUL1
PAK3	JPH1
PAK3	BC035737
PAK3	NAV3
PAK3	Contig15728_RC
PAK3	CAP2
PAK3	GLRA2
PCTK2	SEC23A
PCTK2	ABHD6
PCTK2	KLF9
PCTK2	DLG1
PCTK2	CEP170L
PEG3	HSS00371094
PIK3CA	ARL5B
PIK3CA	Contig40549_RC
PJA2	MCF2
PJA2	SLC9A6
PJA2	DYNLT3
PJA2	ZNF658
PLDN	PTDSS2
PPM1E	GHITM
PPP3CA	XM_104054
PRKAG2	IGFBP1
PROX1	Contig31208_RC
PROX1	CDK6
PROX1	Contig25809_RC
PTK7	AK023134
PTMAP7	PROX1
PTTG1IP	NECAP2
QPCT	HCN1
QPCT	UBE2T
RAB2	PAIP2
RAB2	PCYOX1
RAB2	PGK1
RAB2	NM_017694
RAB2	OTUD1
RAB2	C1orf128
RAB2	RAN
RAB2	BNIP3
RAB2	NM_016641
RAB2	UAP1
RAC3	NPM3
RAP2A	ZDHHC21
RAP2A	NAT12
RGS17	ZBTB44
RGS7BP	ANKH
RGS7BP	BMPR2
RGS7BP	CREG2
RGS7BP	AF019618
RGS7BP	CDH8
RGS7BP	ATP2B1
RGS7BP	LONRF2
RGS7BP	ANKRD20B
RGS7BP	TSPAN5
RGS7BP	EPHA4
RGS7BP	GABRA1
RGS7BP	NM_024969
RIF1	ENST00000284857
RNF150	SESN3
RNF150	PAK3
RNF150	AL137761
RNF150	SLC27A2
RP11-393H10.2	AL109781
RP4-747L4.3	ELOVL7
RP4-747L4.3	NPC2
RP4-747L4.3	ERBB2IP
RP4-747L4.3	BCCIP
RP4-747L4.3	AASS
RXFP1	OPRK1
RXFP1	NPY2R
RXFP1	NM_001004441
RXFP1	SEMA3E
RXFP1	HTR1F
SCAMP1	AF019618
SCAMP1	Contig25809_RC
SCAMP1	Contig53777_RC
SCAMP1	UHMK1
SEC23A	NM_017910
SEC23A	SGPP1
SEC23A	SCN1A
SEC23A	LIG4
SLC1A3	Contig43791_RC
SLC4A10	ENST00000296609
SLC4A10	CNTN1
SLC4A10	ENPP5
SLC4A10	hCT1641742.2
SLC4A10	RAP2A
SLC4A10	SEC23A
SLC6A15	PCTK2
SLC6A15	VGCNL1
SLC6A15	CEP170L
SMCHD1	ENST00000284857
SNCA	hCT1642584.2
SNCA	ANKRD5
SOS1	AK056916
SYT1	CMAS
SYT1	MAP2K1
SYT1	C20orf7
SYT1	SNCA
SYT1	ENST00000285289
SYT1	QPCT
SYT1	ENST00000258318
TRIM56	hCT11539.3
TRIM56	GDPD3
TRIM56	Contig36122_RC
TRIM56	BGN
TRIM56	hCT2257040
TRIM56	Contig52684
TRIM56	PPP2R1B
TRIM56	CAMK4
TSPAN5	CLCN4
UBE2T	Contig14658_RC
UBE2T	MCM4
USP3	FAS
USP3	AJ227908
XM_104054	SLC3A1
XM_115036	OXCT1
